"Symbol";"Name";"MarketCap";"Exchange"
"NBF";"Nova Biosource Fuels, Inc.";"$50.6";"AMEX"
"NBH";"Neuberger Berman Intermediate Municipal Fund Inc.";"$261.5";"AMEX"
"NBJ";"Nuveen Ohio Dividend Advantage Municipal Fund 2";"$39.4";"AMEX"
"NBO";"Neuberger Berman New York Intermediate Municipal Fund Inc.";"$70.3";"AMEX"
"NBS";"Neostem, Inc.";"$4.2";"AMEX"
"NBS-WT";"Neostem, Inc.";"$0.0";"AMEX"
"NBW";"Neuberger Berman California Intermediate Municipal Fund Inc.";"$85.6";"AMEX"
"NBY";"NovaBay Pharmaceuticals, Inc.";"$42.8";"AMEX"
"NCU";"Nuveen California Premium Income Municipal Fund";"$71.7";"AMEX"
"NDD";"Neuberger Berman Dividend Advantage";"$80.8";"AMEX"
"NEA";"Nuveen Insured Tax-Free Advantage Municipal Fund";"$244.4";"AMEX"
"NEH";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$115.8";"AMEX"
"NEN";"New England Realty Associates Limited Partnership";"$77.8";"AMEX"
"NEP";"Nephros, Inc.";"$21.0";"AMEX"
"NFC";"Nuveen Connecticut Dividend Advantage Municipal Fund";"$38.2";"AMEX"
"NFM";"Nuveen Maryland Dividend Advantage Municipal Fund";"$60.7";"AMEX"
"NFO";"Claymore Exchange-Traded Fund Trust";"$23.8";"AMEX"
"NFZ";"Nuveen Arizona Dividend Advantage Municipal Fund";"$20.9";"AMEX"
"NG";"Novagold Resources Inc New";"$790.9";"AMEX"
"NGB";"Nuveen Virginia Dividend Advantage Municipal Fund";"$42.6";"AMEX"
"NGD";"NEW GOLD INC.";"$288.2";"AMEX"
"NGK";"Nuveen Connecticut Dividend Advantage Municipal Fund 2";"$37.3";"AMEX"
"NGO";"Nuveen Connecticut Dividend Advantage Municipal Fund 3";"$58.3";"AMEX"
"NGS";"Natural Gas Services Group, Inc.";"$350.4";"AMEX"
"NGX";"Nuveen Insured Massachusetts Tax-Free Advantage Municipal Fund";"$38.0";"AMEX"
"NHC";"National HealthCare Corporation";"$588.1";"AMEX"
"NHC-PA";"National HealthCare Corporation";"$140.9";"AMEX"
"NII";"Nuveen North Carolina Dividend Advantage Municipal Fund 3";"$55.4";"AMEX"
"NKB";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"NKG";"Nuveen Georgia Dividend Advantage Municipal Fund 2";"$58.5";"AMEX"
"NKI-WT";"Eksprtfinans ASA";"$0.0";"AMEX"
"NKL";"Nuveen Insured California Dividend Advantage Municipal Fund";"$204.2";"AMEX"
"NKO";"Nuveen Insured New York Dividend Advantage Municipal Fund";"$103.7";"AMEX"
"NKR";"Nuveen Arizona Dividend Advantage Municipal Fund 2";"$33.5";"AMEX"
"NKS";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"NKW";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"NKX";"Nuveen Insured California Tax-Free Advantage Municipal Fund";"$80.5";"AMEX"
"NLN";"National Lampoon Inc.";"$13.3";"AMEX"
"NLP";"NTS Realty Holdings Limited Partnership";"$56.9";"AMEX"
"NLR";"Market Vectors ETF Trust";"$115.6";"AMEX"
"NLX";"Overture Acquisition Corp.";"$174.0";"AMEX"
"NLX-U";"Overture Acquisition Corp.";"$0.0";"AMEX"
"NLX-WT";"Overture Acquisition Corp.";"$0.0";"AMEX"
"NMB";"Nuveen Massachusetts Dividend Advantage Municipal Fund";"$27.9";"AMEX"
"NMQ";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"NMZ";"Nuveen Municipal High Income Opportunity Fund";"$356.9";"AMEX"
"NNB";"Nuveen Virginia Dividend Advantage Municipal Fund 2";"$82.2";"AMEX"
"NNL";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"NNO";"Nuveen North Carolina Dividend Advantage Municipal Fund 2";"$49.4";"AMEX"
"NOG";"Northern Oil and Gas, Inc.";"$406.5";"AMEX"
"NOM";"Nuveen Missouri Premium Income Municipal Fund";"$32.2";"AMEX"
"NOW";"American International Group, Inc.";"$10.9";"AMEX"
"NOX";"Neuberger Berman Income Opportunity Fund Inc.";"$162.4";"AMEX"
"NPG";"Nuveen Georgia Premium Income Municipal Fund";"$48.9";"AMEX"
"NPS";"MORGAN STANLEY";"$12.2";"AMEX"
"NRB";"Nuveen North Carolina Dividend Advantage Municipal Fund";"$31.8";"AMEX"
"NRK";"Nuveen Insured New York Tax-Free Advantage Municipal Fund";"$47.1";"AMEX"
"NRO";"Neuberger Berman Real Estate Securities Income Fund, Inc.";"$589.4";"AMEX"
"NSU";"Nevsun Resources Ltd";"$264.7";"AMEX"
"NTN";"NTN Buzztime, Inc.";"$16.1";"AMEX"
"NTQ";"NTR Acquisition Co";"$238.7";"AMEX"
"NTQ-U";"NTR Acquisition Co";"$0.0";"AMEX"
"NTQ-WT";"NTR ACQUISITION CO";"$0.0";"AMEX"
"NUJ";"Nuveen New Jersey Dividend Advantage Municipal Fund 2";"$60.7";"AMEX"
"NVD";"Novadel Pharma Inc";"$13.4";"AMEX"
"NVG";"Nuveen Insured Dividend Advantage Municipal Fund";"$382.8";"AMEX"
"NVJ";"Nuveen Ohio Dividend Advantage Municipal Fund 3";"$28.4";"AMEX"
"NVX";"Nuveen California Dividend Advantage Municipal Fund 2";"$190.6";"AMEX"
"NVY";"Nuveen Pennsylvania Dividend Advantage Municipal Fund 2";"$47.4";"AMEX"
"NWD";"New Dragon Asia Corporation";"$31.5";"AMEX"
"NWF";"Nuveen Insured Florida Tax-Free Advantage Municipal Fund";"$47.5";"AMEX"
"NWI";"Nuveen Maryland Dividend Advantage Municipal Fund 3";"$67.6";"AMEX"
"NXE";"Nuveen Arizona Dividend Advantage Municipal Fund 3";"$40.1";"AMEX"
"NXG";"Northgate Minerals Corporation";"$674.3";"AMEX"
"NXI";"Nuveen Ohio Dividend Advantage Municipal Fund";"$55.1";"AMEX"
"NXJ";"Nuveen New Jersey Dividend Advantage Municipal Fund";"$83.1";"AMEX"
"NXK";"Nuveen New York Dividend Advantage Municipal Fund 2";"$83.7";"AMEX"
"NXM";"Nuveen Pennsylvania Dividend Advantage Municipal Fund";"$43.1";"AMEX"
"NXZ";"Nuveen Dividend Advantage Municipal Fund 2";"$433.0";"AMEX"
"NYF";"iShares Trust";"$20.5";"AMEX"
"NYH";"Eaton Vance Insured New York Municipal Bond Fund II";"$34.0";"AMEX"
"NYW";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"NZF";"Nuveen Dividend Advantage Municipal Fund 3";"$529.0";"AMEX"
"NZH";"Nuveen California Dividend Advantage Municipal Fund 3";"$306.2";"AMEX"
"NZR";"Nuveen Maryland Dividend Advantage Municipal Fund 2";"$58.6";"AMEX"
"NZW";"Nuveen Michigan Dividend Advantage Municipal Fund";"$27.7";"AMEX"
"NZX";"Nuveen Georgia Dividend Advantage Municipal Fund";"$25.3";"AMEX"
"ODY";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$18.4";"AMEX"
"OFI";"Overhill Farms, Inc.";"$126.3";"AMEX"
"OHB";"Orleans Homebuilders, Inc.";"$69.3";"AMEX"
"OIH";"Merrill Lynch Market Oil Service HOLDRS";"$4,979.4";"AMEX"
"OKN";"Oceanaut, Inc.";"$193.1";"AMEX"
"OKN-U";"Oceanaut, Inc.";"$0.0";"AMEX"
"OKN-WT";"Oceanaut, Inc.";"$0.0";"AMEX"
"ONI";"Oragenics, Inc.";"$16.3";"AMEX"
"ONT";"On2 Technologies, Inc.";"$71.9";"AMEX"
"OOO";"SPDR O-Strip Exchange Traded Fund";"$296.5";"AMEX"
"OOO-U";"Global BPO Services Corp.";"$0.0";"AMEX"
"OOO-WT";"Global BPO Services Corp.";"$0.0";"AMEX"
"OOZ-PK";"SiM Internal Test 7";"NA";"AMEX"
"OPK";"Opko Health Inc";"$263.8";"AMEX"
"ORS";"Orsus Xelent Technolgies, Inc.";"$33.9";"AMEX"
"OTP";"Claymore Exchange-Traded Fund Trust";"$7.6";"AMEX"
"OTR";"Claymore Exchange-Traded Fund Trust";"$2.5";"AMEX"
"OZN";"Orezone Res Inc";"$405.8";"AMEX"
"PAB";"Citigroup Inc.";"$0.0";"AMEX"
"PAE";"Peace Arch Entertainment Group Inc.";"$20.8";"AMEX"
"PAL";"North American Palladium, Ltd.";"$371.3";"AMEX"
"PAL-WT";"North American Palladium, Ltd.";"$0.0";"AMEX"
"PAO";"PowerShares Exchange-Traded Fund Trust";"$6.6";"AMEX"
"PAX";"Prospect Acquisition Corporation";"$290.9";"AMEX"
"PAX-U";"Prospect Acquisition Corporation";"$0.0";"AMEX"
"PAX-WT";"Prospect Acquisition Corporation";"$0.0";"AMEX"
"PBD";"PowerShares Exchange-Traded Fund Trust";"$15.6";"AMEX"
"PBE";"PowerShares Exchange-Traded Fund Trust";"$257.5";"AMEX"
"PBJ";"PowerShares Exchange-Traded Fund Trust";"$24.3";"AMEX"
"PBM";"PACIFIC BOOKER MINERALS INC";"$67.5";"AMEX"
"PBN";"Citigroup Inc.";"$26.5";"AMEX"
"PBS";"PowerShares Exchange-Traded Fund Trust";"$19.5";"AMEX"
"PBW";"PowerShares Exchange-Traded Fund Trust";"$522.8";"AMEX"
"PCA";"PowerShares Exchange-Traded Fund Trust";"$5.5";"AMEX"
"PCC";"PMC Commercial Trust";"$84.6";"AMEX"
"PCE";"Arizona Land Income Corporation";"$20.0";"AMEX"
"PCG-PA";"Pacific Gas & Electric Co.";"$145.2";"AMEX"
"PCG-PB";"Pacific Gas & Electric Co.";"$27.7";"AMEX"
"PCG-PC";"Pacific Gas & Electric Co.";"$8.6";"AMEX"
"PCG-PD";"Pacific Gas & Electric Co.";"$36.9";"AMEX"
"PCG-PE";"Pacific Gas & Electric Co.";"$25.9";"AMEX"
"PCG-PG";"Pacific Gas & Electric Co.";"$16.1";"AMEX"
"PCG-PH";"Pacific Gas & Electric Co.";"$11.8";"AMEX"
"PCG-PI";"Pacific Gas & Electric Co.";"$7.6";"AMEX"
"PCO";"Citigroup Inc.";"$15.8";"AMEX"
"PCY";"PowerShares Exchange-Traded Fund Trust";"$122.2";"AMEX"
"PDC";"Pioneer Drilling Co";"$926.1";"AMEX"
"PDD";"Citigroup Inc.";"$30.4";"AMEX"
"PDJ";"MORGAN STANLEY";"$58.5";"AMEX"
"PDL-A";"Presidential Realty Corporation";"$2.4";"AMEX"
"PDL-B";"Presidential Realty Corporation";"$17.6";"AMEX"
"PDN";"PowerShares Exchange-Traded Fund Trust";"$20.3";"AMEX"
"PDO";"Pyramid Oil Co";"$87.9";"AMEX"
"PDQ";"PowerShares Exchange-Traded Fund Trust";"$11.3";"AMEX"
"PDW";"Citigroup Inc.";"$60.2";"AMEX"
"PDY";"Citigroup Inc.";"$86.8";"AMEX"
"PEH";"PowerShares Exchange-Traded Fund Trust";"$3.8";"AMEX"
"PEJ";"PowerShares Exchange-Traded Fund Trust";"$20.8";"AMEX"
"PEL";"MORGAN STANLEY";"$45.6";"AMEX"
"PET-PA";"PACIFIC ENTERPRISES";"$15.4";"AMEX"
"PET-PB";"PACIFIC ENTERPRISES";"$7.7";"AMEX"
"PET-PC";"PACIFIC ENTERPRISES";"$23.3";"AMEX"
"PET-PD";"PACIFIC ENTERPRISES";"$17.6";"AMEX"
"PEX";"Apex Bioventures Acquisition Corporation";"$79.8";"AMEX"
"PEX-U";"Apex Bioventures Acquisition Corporation";"$0.0";"AMEX"
"PEX-WT";"Apex Bioventures Acquisition Corporation";"$0.0";"AMEX"
"PEY";"PowerShares High Yield Equity Dividend Achievers Portfolio";"$252.5";"AMEX"
"PEZ";"PowerShares Exchange-Traded Fund Trust";"$11.5";"AMEX"
"PFA";"PowerShares Exchange-Traded Fund Trust";"$6.1";"AMEX"
"PFF";"iShares Trust";"$18.1";"AMEX"
"PFI";"PowerShares Exchange-Traded Fund Trust";"$20.5";"AMEX"
"PFM";"PowerShares Exchange-Traded Fund Trust";"$21.3";"AMEX"
"PFP";"PowerShares Exchange-Traded Fund Trust";"$15.5";"AMEX"
"PFT";"Citigroup Inc.";"$0.0";"AMEX"
"PGC";"Peapack-Gladstone Financial Corporation";"$205.7";"AMEX"
"PGF";"PowerShares Exchange-Traded Fund Trust";"$220.9";"AMEX"
"PGJ";"PowerShares Golden Dragon Halter USX China Portfolio";"$323.5";"AMEX"
"PGX";"PowerShares Exchange-Traded Fund Trust";"$102.8";"AMEX"
"PGZ";"PowerShares Exchange-Traded Fund Trust";"$4.9";"AMEX"
"PHB";"PowerShares Exchange-Traded Fund Trust";"$13.4";"AMEX"
"PHC";"PHC, Inc.";"$43.7";"AMEX"
"PHE";"Merrill Lynch & Co., Inc.";"$47.8";"AMEX"
"PHF";"Pacholder High Yield Fund, Inc.";"$101.0";"AMEX"
"PHJ";"PowerShares Exchange-Traded Fund Trust";"$20.8";"AMEX"
"PHO";"PowerShares Exchange-Traded Fund Trust";"$1,006.9";"AMEX"
"PHW";"PowerShares Exchange-Traded Fund Trust";"$14.5";"AMEX"
"PHX";"Panhandle Royalty Company";"$309.6";"AMEX"
"PIC";"PowerShares Exchange-Traded Fund Trust";"$26.5";"AMEX"
"PID";"PowerShares Exchange-Traded Fund Trust";"$162.8";"AMEX"
"PIO";"PowerShares Exchange-Traded Fund Trust";"$37.0";"AMEX"
"PIP";"PharmAthene, Inc";"$48.8";"AMEX"
"PIP-WT";"PharmAthene, Inc";"$1.3";"AMEX"
"PIQ";"PowerShares Exchange-Traded Fund Trust";"$59.4";"AMEX"
"PIV";"PowerShares Exchange-Traded Fund Trust";"$170.7";"AMEX"
"PJB";"PowerShares Exchange-Traded Fund Trust";"$87.8";"AMEX"
"PJF";"PowerShares Exchange-Traded Fund Trust";"$24.2";"AMEX"
"PJG";"PowerShares Exchange-Traded Fund Trust";"$23.9";"AMEX"
"PJK";"Eksprtfinans ASA";"$0.0";"AMEX"
"PJM";"PowerShares Exchange-Traded Fund Trust";"$17.3";"AMEX"
"PJP";"PowerShares Exchange-Traded Fund Trust";"$68.8";"AMEX"
"PKB";"PowerShares Exchange-Traded Fund Trust";"$29.4";"AMEX"
"PKT";"Procera Networks, Inc.";"$87.1";"AMEX"
"PKW";"PowerShares Exchange-Traded Fund Trust";"$57.2";"AMEX"
"PLC";"PLC Systems Inc.";"$10.6";"AMEX"
"PLG";"Platinum Group Metals Ltd.";"$183.0";"AMEX"
"PLI";"Proliance International, Inc.";"$17.1";"AMEX"
"PLM";"Polymet Mining Corp.";"$500.0";"AMEX"
"PLR";"Citigroup Inc.";"$16.4";"AMEX"
"PLW";"PowerShares Exchange-Traded Fund Trust";"$42.3";"AMEX"
"PLX";"Protalix BioTherapeutics, Inc.";"$231.4";"AMEX"
"PMD";"Psychemedics Corporation";"$83.7";"AMEX"
"PME";"PREMD INC";"$5.8";"AMEX"
"PMK";"PMA Capital Corporation";"$55.2";"AMEX"
"PMR";"PowerShares Exchange-Traded Fund Trust";"$18.6";"AMEX"
"PMU";"Pacific Rim Mining Corp New";"$46.1";"AMEX"
"PNJ";"Citigroup Inc.";"$22.0";"AMEX"
"PNS";"Pinnacle Data Systems, Inc.";"$10.4";"AMEX"
"PP";"Pipex Pharmaceuticals, Inc.";"$16.0";"AMEX"
"PPA";"PowerShares Exchange-Traded Fund Trust";"$83.7";"AMEX"
"PPH";"Merrill Lynch Pharmaceutical HOLDRS";"$1,211.4";"AMEX"
"PPI";"Citigroup Inc.";"$55.1";"AMEX"
"PPJ";"Citigroup Inc.";"$0.0";"AMEX"
"PPK";"Citigroup Inc.";"$0.0";"AMEX"
"PPN";"Citigroup Inc.";"$93.2";"AMEX"
"PPW-P";"PACIFICORP";"$11.0";"AMEX"
"PPY";"MORGAN STANLEY";"$26.6";"AMEX"
"PQU";"Citigroup Inc.";"$79.1";"AMEX"
"PRC";"Petro Resources Corporation";"$120.9";"AMEX"
"PRK";"Park National Corporation";"$667.9";"AMEX"
"PRN";"PowerShares Exchange-Traded Fund Trust";"$0.4";"AMEX"
"PRW";"Pro-Pharmaceuticals, Inc.";"$16.8";"AMEX"
"PSB";"PS Business Parks, Inc.";"$1,078.3";"AMEX"
"PSB-PH";"PS Business Parks, Inc.";"$161.1";"AMEX"
"PSB-PI";"PS Business Parks, Inc.";"$59.0";"AMEX"
"PSB-PK";"PS Business Parks, Inc.";"$53.4";"AMEX"
"PSB-PL";"PS Business Parks, Inc.";"$49.5";"AMEX"
"PSB-PM";"PS Business Parks, Inc.";"$67.2";"AMEX"
"PSB-PO";"PS Business Parks, Inc.";"$0.0";"AMEX"
"PSB-PP";"PS Business Parks, Inc.";"$0.0";"AMEX"
"PSC";"Citigroup Inc.";"$52.8";"AMEX"
"PSI";"PowerShares Exchange-Traded Fund Trust";"$79.8";"AMEX"
"PSJ";"PowerShares Exchange-Traded Fund Trust";"$44.6";"AMEX"
"PSL";"PowerShares Exchange-Traded Fund Trust";"$22.4";"AMEX"
"PSP";"PowerShares Exchange-Traded Fund Trust";"$97.5";"AMEX"
"PSQ";"ProShares Trust";"$94.1";"AMEX"
"PST";"ProShares Trust";"NA";"AMEX"
"PTE";"PowerShares Exchange-Traded Fund Trust";"$27.6";"AMEX"
"PTF";"PowerShares Exchange-Traded Fund Trust";"$40.2";"AMEX"
"PTG";"Paragon Technologies, Inc.";"$15.0";"AMEX"
"PTH";"PowerShares Exchange-Traded Fund Trust";"$111.0";"AMEX"
"PTJ";"PowerShares Exchange-Traded Fund Trust";"$21.9";"AMEX"
"PTN";"Palatin Technologies, Inc.";"$12.8";"AMEX"
"PTO";"PowerShares Exchange-Traded Fund Trust";"$6.6";"AMEX"
"PTS";"Citigroup Inc.";"$55.6";"AMEX"
"PUA";"PowerShares Exchange-Traded Fund Trust";"$8.8";"AMEX"
"PUI";"PowerShares Exchange-Traded Fund Trust";"$26.8";"AMEX"
"PUW";"PowerShares Exchange-Traded Fund Trust";"$38.8";"AMEX"
"PVI";"PowerShares Exchange-Traded Fund Trust";"$95.2";"AMEX"
"PVM";"PowerShares Exchange-Traded Fund Trust";"$13.1";"AMEX"
"PW";"Pittsburgh & West Virginia Railroad";"$14.5";"AMEX"
"PWB";"PowerShares Exchange-Traded Fund Trust";"$638.2";"AMEX"
"PWC";"Power Shares XTF: Dynamic Market Portfolio";"$573.7";"AMEX"
"PWD";"PowerShares Exchange-Traded Fund Trust";"$5.8";"AMEX"
"PWJ";"PowerShares Exchange-Traded Fund Trust";"$364.0";"AMEX"
"PWO";"Power Shares XTF: Dynamic OTC Portfolio";"$92.3";"AMEX"
"PWP";"PowerShares Exchange-Traded Fund Trust";"$73.3";"AMEX"
"PWT";"PowerShares Exchange-Traded Fund Trust";"$49.2";"AMEX"
"PWV";"PowerShares Exchange-Traded Fund Trust";"$228.5";"AMEX"
"PWY";"PowerShares Exchange-Traded Fund Trust";"$81.9";"AMEX"
"PWZ";"PowerShares Exchange-Traded Fund Trust";"$14.5";"AMEX"
"PXE";"PowerShares Exchange-Traded Fund Trust";"$172.6";"AMEX"
"PXG";"Phoenix Footwear Group, Inc.";"$11.7";"AMEX"
"PXH";"PowerShares Exchange-Traded Fund Trust";"$95.0";"AMEX"
"PXI";"PowerShares Exchange-Traded Fund Trust";"$42.2";"AMEX"
"PXJ";"PowerShares Exchange-Traded Fund Trust";"$493.9";"AMEX"
"PXN";"PowerShares Exchange-Traded Fund Trust";"$76.6";"AMEX"
"PXQ";"PowerShares Exchange-Traded Fund Trust";"$23.7";"AMEX"
"PYH";"PowerShares Exchange-Traded Fund Trust";"$46.8";"AMEX"
"PYZ";"PowerShares Exchange-Traded Fund Trust";"$41.8";"AMEX"
"PZA";"PowerShares Exchange-Traded Fund Trust";"$142.0";"AMEX"
"PZD";"PowerShares Exchange-Traded Fund Trust";"$34.7";"AMEX"
"PZG";"Paramount Gold and Silver Corp.";"$68.1";"AMEX"
"PZI";"PowerShares Exchange-Traded Fund Trust";"$109.6";"AMEX"
"PZJ";"PowerShares Exchange-Traded Fund Trust";"$44.9";"AMEX"
"PZT";"PowerShares Exchange-Traded Fund Trust";"$12.1";"AMEX"
"PZZ";"Prospect Medical Hldgs Inc";"$32.4";"AMEX"
"QCC";"Quest Cap Corp New";"$229.0";"AMEX"
"QGP";"Quantum Group, Inc. (The)";"$12.4";"AMEX"
"QGP-WTA";"Quantum Group, Inc. (The)";"$0.0";"AMEX"
"QGP-WTB";"Quantum Group, Inc. (The)";"$0.0";"AMEX"
"QID";"ProShares Trust";"$2,295.6";"AMEX"
"QKP";"Merrill Lynch & Co., Inc.";"NA";"AMEX"
"QLD";"ProShares Trust";"$186.3";"AMEX"
"QMM";"Quaterra Resources Inc";"$266.3";"AMEX"
"QQZ-PK";"SiM Internal Test 8";"NA";"AMEX"
"RAA";"BlackRock California Investment Quality Municipal Trust Inc.";"$11.9";"AMEX"
"RAE";"RAE Systems Inc";"$78.1";"AMEX"
"RAF";"RMR Asia Real Estate Fund";"$53.7";"AMEX"
"RAK";"Renaissance Acquisition Corp";"$125.6";"AMEX"
"RAK-U";"Renaissance Acquisition Corp";"$0.0";"AMEX"
"RAK-WT";"RENAISSANCE ACQUISITION CORP";"$0.0";"AMEX"
"RAO";"Morgan Stanley";"$19.5";"AMEX"
"RAP";"RMR Asia Pacific Real Estate Fund";"$21.1";"AMEX"
"RAW";"Lehman Brothers Fin SA";"$324.6";"AMEX"
"RBG";"Morgan Stanley Dean Witter & Co.";"$65.8";"AMEX"
"RBY";"RUBICON MINERALS CORP";"$218.9";"AMEX"
"RCD";"Rydex ETF Trust";"$19.9";"AMEX"
"RCG";"Renaissance Capital Growth & Income Fund III, Inc.";"$22.5";"AMEX"
"RCR";"RMR Dividend Capture Fund";"$19.0";"AMEX"
"RDF";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$29.5";"AMEX"
"RDI";"READING INTERNATIONAL INC";"$165.6";"AMEX"
"RDI-B";"READING INTERNATIONAL INC";"$13.8";"AMEX"
"RDP";"Morgan Stanley";"$38.9";"AMEX"
"RDR";"RMR Preferred Dividend Fund";"$20.4";"AMEX"
"REA";"Rydex ETF Trust";"NA";"AMEX"
"REC";"Rydex ETF Trust";"NA";"AMEX"
"REK";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"RER";"Merrill Lynch & Co., Inc.";"$24.3";"AMEX"
"REU";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$77.5";"AMEX"
"REW";"ProShares Trust";"$5.1";"AMEX"
"REX";"Virexx Medical Corp";"$4.4";"AMEX"
"RFA";"BlackRock Florida Investment Quality Municipal Trust Inc. (The";"$12.8";"AMEX"
"RFG";"Rydex ETF Trust";"$18.7";"AMEX"
"RFL";"Rydex ETF Trust";"NA";"AMEX"
"RFN";"Rydex ETF Trust";"NA";"AMEX"
"RFR";"RFR F.I.R.E. Fund";"$13.0";"AMEX"
"RFV";"Rydex ETF Trust";"$15.9";"AMEX"
"RGI";"Rydex ETF Trust";"$7.4";"AMEX"
"RGN";"Regenerx Biopharmaceuticals Inc";"$66.0";"AMEX"
"RHM";"Rydex ETF Trust";"NA";"AMEX"
"RHO";"Rydex ETF Trust";"NA";"AMEX"
"RHQ";"Merrill Lynch & Co., Inc.";"NA";"AMEX"
"RHR";"RMR Hospitality and Real Estate Fund";"$29.3";"AMEX"
"RHS";"Rydex ETF Trust";"$7.1";"AMEX"
"RIC";"Richmont Mines, Inc.";"$68.3";"AMEX"
"RIV";"Riviera Holdings Corporation";"$102.6";"AMEX"
"RJA";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$315.2";"AMEX"
"RJI";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$170.8";"AMEX"
"RJN";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$17.4";"AMEX"
"RJZ";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$27.2";"AMEX"
"RKH";"Merrill Lynch Regional Bank HOLDRS";"$168.0";"AMEX"
"RLL";"Morgan Stanley";"$0.0";"AMEX"
"RLO";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"RMM";"Rydex ETF Trust";"$8.6";"AMEX"
"RMR";"RMR Real Estate Fund";"$62.8";"AMEX"
"RMS";"Rydex ETF Trust";"$13.1";"AMEX"
"RMX";"Ready Mix Inc.";"$16.4";"AMEX"
"RNJ";"BlackRock New Jersey Investment Quality Municipal Trust Inc.";"$12.6";"AMEX"
"RNN";"Rexahn Pharmaceuticals, Inc.";"$61.5";"AMEX"
"RNY";"BlackRock New York Investment Quality Municipal Trust Inc. (Th";"$17.8";"AMEX"
"ROM";"ProShares Trust";"$4.1";"AMEX"
"ROX";"Castle Brands, Inc.";"$3.0";"AMEX"
"ROY";"International Realty Corporation";"$399.5";"AMEX"
"RPG";"Rydex ETF Trust";"$53.5";"AMEX"
"RPI";"Roberts Realty Investors, Inc.";"$33.6";"AMEX"
"RPN";"MORGAN STANLEY";"$52.2";"AMEX"
"RPV";"Rydex ETF Trust";"$25.5";"AMEX"
"RRM";"Merrill Lynch & Co., Inc.";"$29.0";"AMEX"
"RRY";"Rydex ETF Trust";"$7.6";"AMEX"
"RRZ";"Rydex ETF Trust";"$13.8";"AMEX"
"RSM";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"RSP";"Rydex ETF Trust";"$1,723.9";"AMEX"
"RSU";"Rydex ETF Trust";"$7.4";"AMEX"
"RSW";"Rydex ETF Trust";"$20.7";"AMEX"
"RSY";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"RTC";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"RTG";"Rydex ETF Trust";"NA";"AMEX"
"RTH";"Merrill Lynch Retail HOLDRS";"$463.3";"AMEX"
"RTK";"Rentech, Inc.";"$252.0";"AMEX"
"RTM";"Rydex ETF Trust";"$7.5";"AMEX"
"RTS";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"RTW";"Rydex ETF Trust";"NA";"AMEX"
"RTX";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"RUD";"Citigroup Inc.";"$137.4";"AMEX"
"RVP";"Retractable Technologies, Inc.";"$29.8";"AMEX"
"RVR";"White River Capital, Inc.";"$60.4";"AMEX"
"RWC";"RELM Wireless Corporation";"$18.6";"AMEX"
"RWM";"ProShares Trust";"$29.8";"AMEX"
"RWO";"SPDR Index Shares Fund";"$4.2";"AMEX"
"RWR";"streetTRACKS Wilshire REIT Index Fund";"$976.3";"AMEX"
"RWX";"streetTRACKS Index Shares Funds";"$465.5";"AMEX"
"RXB";"Morgan Stanley Dean Witter & Co.";"$55.4";"AMEX"
"RXD";"ProShares Trust";"$12.1";"AMEX"
"RXL";"ProShares Trust";"$8.2";"AMEX"
"RYE";"Rydex ETF Trust";"$10.9";"AMEX"
"RYF";"Rydex ETF Trust";"$4.1";"AMEX"
"RYH";"Rydex ETF Trust";"$15.3";"AMEX"
"RYT";"Rydex ETF Trust";"$15.2";"AMEX"
"RYU";"Rydex ETF Trust";"$5.6";"AMEX"
"RZG";"Rydex ETF Trust";"$8.9";"AMEX"
"RZI";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"RZV";"Rydex ETF Trust";"$16.3";"AMEX"
"RZY";"Merrill Lynch & Co., Inc.";"$0.0";"AMEX"
"SA";"Seabridge Gold, Inc.";"$786.3";"AMEX"
"SAA";"ProShares Trust";"$6.9";"AMEX"
"SAD";"AB Svensk Ekportkredit (Swedish Export Credit Corporation)";"$141.4";"AMEX"
"SAL";"Salisbury Bancorp, Inc.";"$49.7";"AMEX"
"SAR";"Merrill Lynch & Co., Inc.";"NA";"AMEX"
"SBB";"ProShares Trust";"$11.6";"AMEX"
"SBI";"Western Asset Intermediate Muni Fund Inc";"$119.3";"AMEX"
