Symbol;ISIN;Description;Region;Classification;Curr;Type;Start
BTHT;CH0009105534;DJES TMI Tech [9500] EUR (Return);Eurozone;Supersector;EUR;Return;20-Nov-00
BTHU;CH0009105559;DJES TMI Tech [9500] USD (Return);Eurozone;Supersector;USD;Return;20-Nov-00
BTEE;CH0009106128;DJES TMI Telecom [6500] EUR (Price);Eurozone;Supersector;EUR;Price;20-Nov-00
BTEK;CH0009106193;DJES TMI Telecom [6500] USD (Price);Eurozone;Supersector;USD;Price;20-Nov-00
BTET;CH0009106201;DJES TMI Telecom [6500] EUR (Return);Eurozone;Supersector;EUR;Return;20-Nov-00
BTEU;CH0009106235;DJES TMI Telecom [6500] USD (Return);Eurozone;Supersector;USD;Return;20-Nov-00
T5700E;CH0019114393;DJES TMI Trv&Lsr [5700] EUR (Price);Eurozone;Supersector;EUR;Price;20-Sep-04
T5700K;CH0019114435;DJES TMI Trv&Lsr [5700] USD (Price);Eurozone;Supersector;USD;Price;20-Sep-04
T5700T;CH0019114450;DJES TMI Trv&Lsr [5700] EUR (Return);Eurozone;Supersector;EUR;Return;20-Sep-04
T5700U;CH0019114500;DJES TMI Trv&Lsr [5700] USD (Return);Eurozone;Supersector;USD;Return;20-Sep-04
BUTE;CH0009106441;DJES TMI Util [7500] EUR (Price);Eurozone;Supersector;EUR;Price;20-Nov-00
BUTK;CH0009106490;DJES TMI Util [7500] USD (Price);Eurozone;Supersector;USD;Price;20-Nov-00
BUTT;CH0009106557;DJES TMI Util [7500] EUR (Return);Eurozone;Supersector;EUR;Return;20-Nov-00
BUTU;CH0009106581;DJES TMI Util [7500] USD (Return);Eurozone;Supersector;USD;Return;20-Nov-00
SXTE;CH0019113122;DJES Trv&Lsr [5700] EUR (Price);Eurozone;Supersector;EUR;Price;20-Sep-04
SXTK;CH0019113148;DJES Trv&Lsr [5700] USD (Price);Eurozone;Supersector;USD;Price;20-Sep-04
SXTT;CH0019113197;DJES Trv&Lsr [5700] EUR (Return);Eurozone;Supersector;EUR;Return;20-Sep-04
SXTU;CH0019113213;DJES Trv&Lsr [5700] USD (Return);Eurozone;Supersector;USD;Return;20-Sep-04
SX6K;EU0009659424;DJES Util [7500] USD (Price);Eurozone;Supersector;USD;Price;15-Jun-98
SX6U;EU0009659432;DJES Util [7500] USD (Return);Eurozone;Supersector;USD;Return;15-Jun-98
SX6E;EU0009658582;DJES Util [7500] EUR (Price);Eurozone;Supersector;EUR;Price;15-Jun-98
SX6T;EU0009658590;DJES Util [7500] EUR (Return);Eurozone;Supersector;EUR;Return;15-Jun-98
SXAL;EU0009659523;DJS Aut&Prt [3300] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SXAP;EU0009658681;DJS Aut&Prt [3300] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SXAR;EU0009658699;DJS Aut&Prt [3300] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SXAV;EU0009659531;DJS Aut&Prt [3300] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SX7L;EU0009659648;DJS Banks [8300] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SX7P;EU0009658806;DJS Banks [8300] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SX7R;EU0009658814;DJS Banks [8300] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SX7V;EU0009659655;DJS Banks [8300] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SXPL;EU0009659465;DJS Bas Res [1700] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SXPP;EU0009658624;DJS Bas Res [1700] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SXPR;EU0009658632;DJS Bas Res [1700] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SXPV;EU0009659473;DJS Bas Res [1700] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SX4L;EU0009659440;DJS Chem [1300] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SX4P;EU0009658608;DJS Chem [1300] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SX4R;EU0009658616;DJS Chem [1300] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SX4V;EU0009659457;DJS Chem [1300] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SXOL;EU0009659721;DJS Cns&Mat [2300] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SXOP;EU0009658889;DJS Cns&Mat [2300] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SXOR;EU0009658897;DJS Cns&Mat [2300] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SXOV;EU0009659739;DJS Cns&Mat [2300] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SXFL;EU0009659689;DJS Fin Svcs [8700] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SXFP;EU0009658848;DJS Fin Svcs [8700] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SXFR;EU0009658855;DJS Fin Svcs [8700] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SXFV;EU0009659697;DJS Fin Svcs [8700] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SX3L;EU0009659580;DJS Fd&Bvr [3500] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SX3P;EU0009658749;DJS Fd&Bvr [3500] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SX3R;EU0009658756;DJS Fd&Bvr [3500] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SX3V;EU0009659598;DJS Fd&Bvr [3500] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SXDL;EU0009659564;DJS Hea Care [4500] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SXDP;EU0009658723;DJS Hea Care [4500] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SXDR;EU0009658731;DJS Hea Care [4500] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SXDV;EU0009659572;DJS Hea Care [4500] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SXNL;EU0009659747;DJS Indus Gd [2700] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SXNP;EU0009658905;DJS Indus Gd [2700] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SXNR;EU0009658913;DJS Indus Gd [2700] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SXNV;EU0009659754;DJS Indus Gd [2700] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SXIL;EU0009659663;DJS Insur [8500] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SXIP;EU0009658822;DJS Insur [8500] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SXIR;EU0009658830;DJS Insur [8500] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SXIV;EU0009659671;DJS Insur [8500] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SXML;EU0009659481;DJS Media [5500] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SXMP;EU0009658640;DJS Media [5500] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SXMR;EU0009658657;DJS Media [5500] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SXMV;EU0009659499;DJS Media [5500] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SX9L;EU0009659622;DJS Oil&Gas [0500] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SXEP;EU0009658780;DJS Oil&Gas [0500] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SXER;EU0009658798;DJS Oil&Gas [0500] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SXEV;EU0009659630;DJS Oil&Gas [0500] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SXQL;CH0019112405;DJS Pr&Ho Gd [3700] USD (Price);Europe;Supersector;USD;Price;20-Sep-04
SXQP;CH0019112330;DJS Pr&Ho Gd [3700] EUR (Price);Europe;Supersector;EUR;Price;20-Sep-04
SXQR;CH0019112447;DJS Pr&Ho Gd [3700] EUR (Return);Europe;Supersector;EUR;Return;20-Sep-04
SXQV;CH0019112496;DJS Pr&Ho Gd [3700] USD (Return);Europe;Supersector;USD;Return;20-Sep-04
SX86P;CH0043274395;DJS Rea Es [8600] EUR (Price);Europe;Supersector;EUR;Price;22-Sep-08
SX86R;CH0043274403;DJS Rea Es [8600] EUR (Return);Europe;Supersector;EUR;Return;22-Sep-08
SX86L;CH0043274429;DJS Rea Es [8600] USD (Price);Europe;Supersector;USD;Price;22-Sep-08
SX86V;CH0043274437;DJS Rea Es [8600] USD (Return);Europe;Supersector;USD;Return;22-Sep-08
S8730P;CH0024505783;DJS Rea Es Cap EUR (Price);Europe;Supersector;EUR;Price;01-Mar-06
S8730R;CH0024505791;DJS Rea Es Cap EUR (Return);Europe;Supersector;EUR;Return;01-Mar-06
S8730L;CH0024505775;DJS Rea Es Cap USD (Price);Europe;Supersector;USD;Price;01-Mar-06
S8730V;CH0024505809;DJS Rea Es Cap USD (Return);Europe;Supersector;USD;Return;01-Mar-06
SXRL;CH0019112587;DJS Retail [5300] USD (Price);Europe;Supersector;USD;Price;20-Sep-04
SXRP;CH0019112553;DJS Retail [5300] EUR (Price);Europe;Supersector;EUR;Price;20-Sep-04
SXRR;CH0019112603;DJS Retail [5300] EUR (Return);Europe;Supersector;EUR;Return;20-Sep-04
SXRV;CH0019112645;DJS Retail [5300] USD (Return);Europe;Supersector;USD;Return;20-Sep-04
SX8L;EU0009659762;DJS Tech [9500] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SX8P;EU0009658921;DJS Tech [9500] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SX8R;EU0009658939;DJS Tech [9500] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SX8V;EU0009659770;DJS Tech [9500] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SXKL;EU0009659788;DJS Telecom [6500] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SXKP;EU0009658947;DJS Telecom [6500] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SXKR;EU0009658954;DJS Telecom [6500] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SXKV;EU0009659796;DJS Telecom [6500] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
SXTL;CH0019112777;DJS Trv&Lsr [5700] USD (Price);Europe;Supersector;USD;Price;20-Sep-04
SXTP;CH0019112744;DJS Trv&Lsr [5700] EUR (Price);Europe;Supersector;EUR;Price;20-Sep-04
SXTR;CH0019112835;DJS Trv&Lsr [5700] EUR (Return);Europe;Supersector;EUR;Return;20-Sep-04
SXTV;CH0019112850;DJS Trv&Lsr [5700] USD (Return);Europe;Supersector;USD;Return;20-Sep-04
SX6L;EU0009659804;DJS Util [7500] USD (Price);Europe;Supersector;USD;Price;15-Jun-98
SX6P;EU0009658962;DJS Util [7500] EUR (Price);Europe;Supersector;EUR;Price;15-Jun-98
SX6R;EU0009658970;DJS Util [7500] EUR (Return);Europe;Supersector;EUR;Return;15-Jun-98
SX6V;EU0009659812;DJS Util [7500] USD (Return);Europe;Supersector;USD;Return;15-Jun-98
DJA1ATO;;DJS Am600 AtPt USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1ATOE;;DJS Am600 AtPt EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1ATOR;;DJS Am600 AtPt EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1ATOT;;DJS Am600 AtPt USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1BNK;;DJS Am600 Bnk USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1BNKE;;DJS Am600 Bnk EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1BNKR;;DJS Am600 Bnk EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1BNKT;;DJS Am600 Bnk USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1BAS;;DJS Am600 BsRs USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1BASE;;DJS Am600 BsRs EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1BASR;;DJS Am600 BsRs EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1BAST;;DJS Am600 BsRs USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1CHM;;DJS Am600 Chm USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1CHME;;DJS Am600 Chm EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1CHMR;;DJS Am600 Chm EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1CHMT;;DJS Am600 Chm USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1CNS;;DJS Am600 ConMat USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1CNSE;;DJS Am600 ConMat EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1CNSR;;DJS Am600ConMat EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1CNST;;DJS Am600 ConMat USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1FSV;;DJS Am600 FnSrv USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1FSVE;;DJS Am600 FnSrv EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1FSVR;;DJS Am600 FnSrv EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1FSVT;;DJS Am600 FnSrv USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1FOB;;DJS Am600 FdBv USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1FOBE;;DJS Am600 FdBv EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1FOBR;;DJS Am600 FdBv EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1FOBT;;DJS Am600 FdBv USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1HCR;;DJS Am600 HtCr USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1HCRE;;DJS Am600 HtCr EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1HCRR;;DJS Am600 HtCr EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1HCRT;;DJS Am600 HtCr USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1IGS;;DJS Am600 InGS USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1IGSE;;DJS Am600 InGS EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1IGSR;;DJS Am600 InGS EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1IGST;;DJS Am600 InGS USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1INS;;DJS Am600 Ins USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1INSE;;DJS Am600 Ins EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1INSR;;DJS Am600 Ins EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1INST;;DJS Am600 Ins USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1MDI;;DJS Am600 Mda USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1MDIE;;DJS Am600 Mda EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1MDIR;;DJS Am600 Mda EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1MDIT;;DJS Am600 Mda USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1ENE;;DJS Am600 OlGs USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1ENEE;;DJS Am600 OlGs EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1ENER;;DJS Am600 OlGs EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1ENET;;DJS Am600 OlGs USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1NCG;;DJS Am600 PhdG USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1NCGE;;DJS Am600 PhdG EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1NCGR;;DJS Am600 PhdG EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1NCGT;;DJS Am600 PhdG USD (Return);Americas;Supersector;USD;Return;12-Nov-03
SXAREL;;DJS AmRealEst USD (Price);Americas;Supersector;USD;Price;22-Sep-08
SXAREP;;DJS AmRealEst EUR (Price);Americas;Supersector;EUR;Price;22-Sep-08
SXARER;;DJS AmRealEst EUR (Return);Americas;Supersector;EUR;Return;22-Sep-08
SXARET;;DJS AmRealEst USD (Return);Americas;Supersector;USD;Return;22-Sep-08
SA8730L;US26062Y2046;DJS AmRealEstCap  USD (Price);Americas;Supersector;USD;Price;01-Mar-06
SA8730P;US26062Y3036;DJS AmRealEstCap EUR (Price);Americas;Supersector;EUR;Price;01-Mar-06
SA8730R;US26062Y5015;DJS AmRealEstCap EUR (Return);Americas;Supersector;EUR;Return;01-Mar-06
SA8730V;US26062Y4026;DJS AmRealEstCap USD (Return);Americas;Supersector;USD;Return;01-Mar-06
DJA1RTS;;DJS Am600 Rtl USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1RTSE;;DJS Am600 Rtl EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1RTSR;;DJS Am600 Rtl EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1RTST;;DJS Am600 Rtl USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1TEC;;DJS Am600 Tec USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1TECE;;DJS Am600 Tec EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1TECR;;DJS Am600 Tec EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1TECT;;DJS Am600 Tec USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1TLS;;DJS Am600 Tel USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1TLSE;;DJS Am600 Tel EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1TLSR;;DJS Am600 Tel EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1TLST;;DJS Am600 Tel USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1CGS;;DJS Am600 TrLs USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1CGSE;;DJS Am600 TrLs EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1CGSR;;DJS Am600 TrLs EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1CGST;;DJS Am600 TrLs USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJA1UTI;;DJS Am600 Uti USD (Price);Americas;Supersector;USD;Price;12-Nov-03
DJA1UTIE;;DJS Am600 Uti EUR (Price);Americas;Supersector;EUR;Price;12-Nov-03
DJA1UTIR;;DJS Am600 Uti EUR (Return);Americas;Supersector;EUR;Return;12-Nov-03
DJA1UTIT;;DJS Am600 Uti USD (Return);Americas;Supersector;USD;Return;12-Nov-03
DJP1ATO;;DJS Ap600 AtPt USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1ATOE;;DJS Ap600 AtPt EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1ATOR;;DJS Ap600 AtPt EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1ATOT;;DJS Ap600 AtPt USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1BNK;;DJS Ap600 Bnk USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1BNKE;;DJS Ap600 Bnk EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1BNKR;;DJS Ap600 Bnk EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1BNKT;;DJS Ap600 Bnk USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1BAS;;DJS Ap600 BsRs USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1BASE;;DJS Ap600 BsRs EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1BASR;;DJS Ap600 BsRs EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1BAST;;DJS Ap600 BsRs USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1CHM;;DJS Ap600 Chm USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1CHME;;DJS Ap600 Chm EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1CHMR;;DJS Ap600 Chm EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1CHMT;;DJS Ap600 Chm USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1CNS;;DJS Ap600 CnMt USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1CNSE;;DJS Ap600 CnMt EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1CNSR;;DJS Ap600 CnMt EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1CNST;;DJS Ap600 CnMt USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1FSV;;DJS Ap600 FnSrv USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1FSVE;;DJS Ap600 FnSrv EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1FSVR;;DJS Ap600 FnSrv EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1FSVT;;DJS Ap600 FnSrv USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1FOB;;DJS Ap600 FdBv USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1FOBE;;DJS Ap600 FdBv EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1FOBR;;DJS Ap600 FdBv EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1FOBT;;DJS Ap600 FdBv USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1HCR;;DJS Ap600 HtCr USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1HCRE;;DJS Ap600 HtCr EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1HCRR;;DJS Ap600 HtCr EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1HCRT;;DJS Ap600 HtCr USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1IGS;;DJS Ap600 IGS USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1IGSE;;DJS Ap600 IGS EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1IGSR;;DJS Ap600 IGS EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1IGST;;DJS Ap600 IGS USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1INS;;DJS Ap600 Ins USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1INSE;;DJS Ap600 Ins EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1INSR;;DJS Ap600 Ins EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1INST;;DJS Ap600 Ins USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1MDI;;DJS Ap600 Mda USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1MDIE;;DJS Ap600 Mda EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1MDIR;;DJS Ap600 Mda EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1MDIT;;DJS Ap600 Mda USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1ENE;;DJS Ap600 OlGs USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1ENEE;;DJS Ap600 OlGs EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1ENER;;DJS Ap600 OlGs EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1ENET;;DJS Ap600 OlGs USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1NCG;;DJS Ap600 PHdG USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1NCGE;;DJS Ap600 PHdG EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1NCGR;;DJS Ap600 PHdG EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1NCGT;;DJS Ap600 PHdG USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
AXAPREL;;DJS AP 600 Rea USD (Price);Asia/Pacific;Supersector;USD;Price;22-Sep-08
AXAPREP;;DJS AP 600 Rea EUR (Price);Asia/Pacific;Supersector;EUR;Price;22-Sep-08
AXAPRER;;DJS AP 600 Rea EUR (Return);Asia/Pacific;Supersector;EUR;Return;22-Sep-08
AXAPRET;;DJS AP 600 Rea USD (Return);Asia/Pacific;Supersector;USD;Return;22-Sep-08
SP8730L;US26063E2072;DJS AP 600 Rea Cap USD (Price);Asia/Pacific;Supersector;USD;Price;01-Mar-06
SP8730P;US26063E3062;DJS AP 600 Rea Cap EUR (Price);Asia/Pacific;Supersector;EUR;Price;01-Mar-06
SP8730R;US26063E5042;DJS AP 600 Rea Cap EUR (Return);Asia/Pacific;Supersector;EUR;Return;01-Mar-06
SP8730V;US26063E4052;DJS AP 600 Rea Cap USD (Return);Asia/Pacific;Supersector;USD;Return;01-Mar-06
DJP1RTS;;DJS Ap600 Rtl USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1RTSE;;DJS Ap600 Rtl EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1RTSR;;DJS Ap600 Rtl EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1RTST;;DJS Ap600 Rtl USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1TEC;;DJS Ap600 Tec USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1TECE;;DJS Ap600 Tec EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1TECR;;DJS Ap600 Tec EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1TECT;;DJS Ap600 Tec USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1TLS;;DJS Ap600 Tel USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1TLSE;;DJS Ap600 Tel EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1TLSR;;DJS Ap600 Tel EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1TLST;;DJS Ap600 Tel USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1CGS;;DJS Ap600 TvLs USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
DJP1CGSE;;DJS Ap600 TvLs EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1CGSR;;DJS Ap600 TvLs EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1CGST;;DJS Ap600 TvLs USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
DJP1UTI;;DJS Ap600 Util USD (Price);Asia/Pacific;Supersector;USD;Price;12-Nov-03
