Symbol;ISIN;Description;Region;Classification;Curr;Type;Start
DJP1UTIE;;DJS Ap600 Util EUR (Price);Asia/Pacific;Supersector;EUR;Price;12-Nov-03
DJP1UTIR;;DJS Ap600 Util EUR (Return);Asia/Pacific;Supersector;EUR;Return;12-Nov-03
DJP1UTIT;;DJS Ap600 Util USD (Return);Asia/Pacific;Supersector;USD;Return;12-Nov-03
EE330L;CH0042345089;DJSEE Aut&Prt [3300] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE330P;CH0042345097;DJSEE Aut&Prt [3300] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE330R;CH0042345105;DJSEE Aut&Prt [3300] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE330V;CH0042345113;DJSEE Aut&Prt [3300] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE830L;CH0042345121;DJSEE Banks [8300] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE830P;CH0042345147;DJSEE Banks [8300] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE830R;CH0042345154;DJSEE Banks [8300] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE830V;CH0042345162;DJSEE Banks [8300] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE170L;CH0042345170;DJSEE Bas Res [1700] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE170P;CH0042345188;DJSEE Bas Res [1700] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE170R;CH0042345196;DJSEE Bas Res [1700] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE170V;CH0042345204;DJSEE Bas Res [1700] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE130L;CH0042345220;DJSEE Chem [1300] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE130P;CH0042345238;DJSEE Chem [1300] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE130R;CH0042345246;DJSEE Chem [1300] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE130V;CH0042345253;DJSEE Chem [1300] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE230L;CH0042345261;DJSEE Cns&Mat [2300] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE230P;CH0042345279;DJSEE Cns&Mat [2300] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE230R;CH0042345287;DJSEE Cns&Mat [2300] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE230V;CH0042345311;DJSEE Cns&Mat [2300] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE870L;CH0042345329;DJSEE Fin Svcs [8700] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE870P;CH0042345337;DJSEE Fin Svcs [8700] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE870R;CH0042345345;DJSEE Fin Svcs [8700] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE870V;CH0042345352;DJSEE Fin Svcs [8700] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE350L;CH0042345378;DJSEE Fd&Bvr [3500] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE350P;CH0042345386;DJSEE Fd&Bvr [3500] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE350R;CH0042345394;DJSEE Fd&Bvr [3500] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE350V;CH0042345402;DJSEE Fd&Bvr [3500] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE450L;CH0042345410;DJSEE Hea Care [4500] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE450P;CH0042345444;DJSEE Hea Care [4500] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE450R;CH0042345451;DJSEE Hea Care [4500] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE450V;CH0042345469;DJSEE Hea Care [4500] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE270L;CH0042345477;DJSEE Indus Gd [2700] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE270P;CH0042345485;DJSEE Indus Gd [2700] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE270R;CH0042345493;DJSEE Indus Gd [2700] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE270V;CH0042345501;DJSEE Indus Gd [2700] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE850L;CH0042345519;DJSEE Insur [8500] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE850P;CH0042345527;DJSEE Insur [8500] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE850R;CH0042345543;DJSEE Insur [8500] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE850V;CH0042345550;DJSEE Insur [8500] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE550L;CH0042345576;DJSEE Media [5500] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE550P;CH0042345584;DJSEE Media [5500] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE550R;CH0042345592;DJSEE Media [5500] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE550V;CH0042345600;DJSEE Media [5500] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE050L;CH0042345642;DJSEE Oil&Gas [0500] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE050P;CH0042345659;DJSEE Oil&Gas [0500] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE050R;CH0042345667;DJSEE Oil&Gas [0500] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE050V;CH0042345675;DJSEE Oil&Gas [0500] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE370L;CH0042345857;DJSEE Pr&Ho Gd [3700] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE370P;CH0042345865;DJSEE Pr&Ho Gd [3700] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE370R;CH0042345873;DJSEE Pr&Ho Gd [3700] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE370V;CH0042345881;DJSEE Pr&Ho Gd [3700] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE860L;CH0042345980;DJSEE Rea Est [8600] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE860P;CH0042346004;DJSEE Rea Est [8600] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE860R;CH0042346020;DJSEE Rea Est [8600] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE860V;CH0042346038;DJSEE Rea Est [8600] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE530L;CH0042345907;DJSEE Retail [5300] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE530P;CH0042345915;DJSEE Retail [5300] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE530R;CH0042345923;DJSEE Retail [5300] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE530V;CH0042345931;DJSEE Retail [5300] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE950L;CH0042345691;DJSEE Tech [9500] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE950P;CH0042345709;DJSEE Tech [9500] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE950R;CH0042345725;DJSEE Tech [9500] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE950V;CH0042345733;DJSEE Tech [9500] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE650L;CH0042345741;DJSEE Telecom [6500] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE650P;CH0042345758;DJSEE Telecom [6500] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE650R;CH0042345766;DJSEE Telecom [6500] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE650V;CH0042345774;DJSEE Telecom [6500] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE570L;CH0042345949;DJSEE Trv&Lsr [5700] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE570P;CH0042345956;DJSEE Trv&Lsr [5700] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE570R;CH0042345964;DJSEE Trv&Lsr [5700] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE570V;CH0042345972;DJSEE Trv&Lsr [5700] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
EE750L;CH0042345790;DJSEE Util [7500] USD (Price);Eastern Europe;Supersector;USD;Price;07-Oct-08
EE750P;CH0042345816;DJSEE Util [7500] EUR (Price);Eastern Europe;Supersector;EUR;Price;07-Oct-08
EE750R;CH0042345824;DJSEE Util [7500] EUR (Return);Eastern Europe;Supersector;EUR;Return;07-Oct-08
EE750V;CH0042345840;DJSEE Util [7500] USD (Return);Eastern Europe;Supersector;USD;Return;07-Oct-08
SXAF;CH0004365224;DJSxUK Aut&Prt [3300] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SXAG;CH0004365232;DJSxUK Aut&Prt [3300] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SXAH;CH0004364938;DJSxUK Aut&Prt [3300] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SXAI;CH0004365281;DJSxUK Aut&Prt [3300] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SX7F;CH0004365950;DJSxUK Banks [8300] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SX7G;CH0004366867;DJSxUK Banks [8300] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SX7H;CH0004366081;DJSxUK Banks [8300] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SX7I;CH0004366875;DJSxUK Banks [8300] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SXPF;CH0004367774;DJSxUK Bas Res [1700] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SXPG;CH0004368327;DJSxUK Bas Res [1700] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SXPH;CH0004367865;DJSxUK Bas Res [1700] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SXPI;CH0004368400;DJSxUK Bas Res [1700] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SX4F;CH0004370893;DJSxUK Chem [1300] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SX4G;CH0004372121;DJSxUK Chem [1300] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SX4H;CH0004371560;DJSxUK Chem [1300] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SX4I;CH0004372956;DJSxUK Chem [1300] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SXOF;CH0004375785;DJSxUK Cns&Mat [2300] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SXOG;CH0004377575;DJSxUK Cns&Mat [2300] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SXOH;CH0004376833;DJSxUK Cns&Mat [2300] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SXOI;CH0004379753;DJSxUK Cns&Mat [2300] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SXFF;CH0004407000;DJSxUK Fin Svcs [8700] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SXFG;CH0004407026;DJSxUK Fin Svcs [8700] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SXFH;CH0004407018;DJSxUK Fin Svcs [8700] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SXFI;CH0004407067;DJSxUK Fin Svcs [8700] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SX3F;CH0004407125;DJSxUK Fd&Bvr [3500] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SX3G;CH0004407208;DJSxUK Fd&Bvr [3500] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SX3H;CH0004407133;DJSxUK Fd&Bvr [3500] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SX3I;CH0004407299;DJSxUK Fd&Bvr [3500] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SXDF;CH0004410954;DJSxUK Hea Care [4500] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SXDG;CH0004411002;DJSxUK Hea Care [4500] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SXDH;CH0004410988;DJSxUK Hea Care [4500] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SXDI;CH0004411036;DJSxUK Hea Care [4500] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SXNF;CH0004407497;DJSxUK Indus Gd [2700] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SXNG;CH0004408602;DJSxUK Indus Gd [2700] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SXNH;CH0004407661;DJSxUK Indus Gd [2700] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SXNI;CH0004408800;DJSxUK Indus Gd [2700] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SXIF;CH0004410335;DJSxUK Insur [8500] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SXIG;CH0004410665;DJSxUK Insur [8500] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SXIH;CH0004410558;DJSxUK Insur [8500] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SXII;CH0004410764;DJSxUK Insur [8500] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SXMF;CH0004410830;DJSxUK Media [5500] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SXMG;CH0004410905;DJSxUK Media [5500] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SXMH;CH0004410863;DJSxUK Media [5500] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SXMI;CH0004410947;DJSxUK Media [5500] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SXEF;CH0004406952;DJSxUK Oil&Gas [0500] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SXEG;CH0004406986;DJSxUK Oil&Gas [0500] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SXEH;CH0004406978;DJSxUK Oil&Gas [0500] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SXEI;CH0004406994;DJSxUK Oil&Gas [0500] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SXQF;CH0019113239;DJSxUK Pr&Ho Gd [3700] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Sep-04
SXQG;CH0019113395;DJSxUK Pr&Ho Gd [3700] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Sep-04
SXQH;CH0019113270;DJSxUK Pr&Ho Gd [3700] USD (Price);Europe ex UK;Supersector;USD;Price;20-Sep-04
SXQI;CH0019113411;DJSxUK Pr&Ho Gd [3700] USD (Return);Europe ex UK;Supersector;USD;Return;20-Sep-04
SX86F;CH0045177190;DJSxUK Rea Es [8600] EUR (Price);Europe ex UK;Supersector;EUR;Price;22-Sep-08
SX86G;CH0045177208;DJSxUK Rea Es [8600] EUR (Return);Europe ex UK;Supersector;EUR;Return;22-Sep-08
SX86H;CH0045177224;DJSxUK Rea Es [8600] USD (Price);Europe ex UK;Supersector;USD;Price;22-Sep-08
SX86I;CH0045177232;DJSxUK Rea Es [8600] USD (Return);Europe ex UK;Supersector;USD;Return;22-Sep-08
SXRF;CH0019113478;DJSxUK Retail [5300] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Sep-04
SXRG;CH0019113536;DJSxUK Retail [5300] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Sep-04
SXRH;CH0019113486;DJSxUK Retail [5300] USD (Price);Europe ex UK;Supersector;USD;Price;20-Sep-04
SXRI;CH0019113544;DJSxUK Retail [5300] USD (Return);Europe ex UK;Supersector;USD;Return;20-Sep-04
SX8F;CH0004411564;DJSxUK Tech [9500] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SX8G;CH0004411648;DJSxUK Tech [9500] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SX8H;CH0004411622;DJSxUK Tech [9500] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SX8I;CH0004412463;DJSxUK Tech [9500] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
SXKF;CH0004413123;DJSxUK Telecom [6500] EUR (Price);Europe ex UK;Supersector;EUR;Price;15-Apr-99
SXKG;CH0004414618;DJSxUK Telecom [6500] EUR (Return);Europe ex UK;Supersector;EUR;Return;15-Apr-99
SXKH;CH0004413776;DJSxUK Telecom [6500] USD (Price);Europe ex UK;Supersector;USD;Price;15-Apr-99
SXKI;CH0004414816;DJSxUK Telecom [6500] USD (Return);Europe ex UK;Supersector;USD;Return;15-Apr-99
BATF;CH0008510056;DJSxUK TMI Aut&Prt [3300] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BATG;CH0008512813;DJSxUK TMI Aut&Prt [3300] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BATH;CH0008512797;DJSxUK TMI Aut&Prt [3300] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BATI;CH0008514421;DJSxUK TMI Aut&Prt [3300] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BBAF;CH0008547215;DJSxUK TMI Banks [8300] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BBAG;CH0008551415;DJSxUK TMI Banks [8300] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BBAH;CH0008548858;DJSxUK TMI Banks [8300] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BBAI;CH0008551472;DJSxUK TMI Banks [8300] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BBSF;CH0008564020;DJSxUK TMI Bas Res [1700] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BBSG;CH0008567635;DJSxUK TMI Bas Res [1700] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BBSH;CH0008566199;DJSxUK TMI Bas Res [1700] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BBSI;CH0008569557;DJSxUK TMI Bas Res [1700] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BCHF;CH0008669258;DJSxUK TMI Chem [1300] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BCHG;CH0008678457;DJSxUK TMI Chem [1300] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BCHH;CH0008672583;DJSxUK TMI Chem [1300] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BCHI;CH0008684810;DJSxUK TMI Chem [1300] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BCNF;CH0008724095;DJSxUK TMI Cns&Mat [2300] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BCNG;CH0008725993;DJSxUK TMI Cns&Mat [2300] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BCNH;CH0008724434;DJSxUK TMI Cns&Mat [2300] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BCNI;CH0008729540;DJSxUK TMI Cns&Mat [2300] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BFSF;CH0009957132;DJSxUK TMI Fin Svcs [8700] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BFSG;CH0009957264;DJSxUK TMI Fin Svcs [8700] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BFSH;CH0009957249;DJSxUK TMI Fin Svcs [8700] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BFSI;CH0009957678;DJSxUK TMI Fin Svcs [8700] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BFOF;CH0009957728;DJSxUK TMI Fd&Bvr [3500] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BFOG;CH0009959823;DJSxUK TMI Fd&Bvr [3500] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BFOH;CH0009958007;DJSxUK TMI Fd&Bvr [3500] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BFOI;CH0009961787;DJSxUK TMI Fd&Bvr [3500] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BPHF;CH0010000542;DJSxUK TMI Hea Care [4500] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BPHG;CH0010000583;DJSxUK TMI Hea Care [4500] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BPHH;CH0010000575;DJSxUK TMI Hea Care [4500] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BPHI;CH0010000609;DJSxUK TMI Hea Care [4500] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BIGF;CH0009961829;DJSxUK TMI Indus Gd [2700] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BIGG;CH0009963262;DJSxUK TMI Indus Gd [2700] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BIGH;CH0009962538;DJSxUK TMI Indus Gd [2700] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BIGI;CH0009964401;DJSxUK TMI Indus Gd [2700] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BINF;CH0009964708;DJSxUK TMI Insur [8500] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BING;CH0009966893;DJSxUK TMI Insur [8500] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BINH;CH0009966539;DJSxUK TMI Insur [8500] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BINI;CH0009967776;DJSxUK TMI Insur [8500] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BMDF;CH0009969137;DJSxUK TMI Media [5500] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BMDG;CH0009969988;DJSxUK TMI Media [5500] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BMDH;CH0009969145;DJSxUK TMI Media [5500] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BMDI;CH0009970671;DJSxUK TMI Media [5500] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BENF;CH0009951853;DJSxUK TMI Oil&Gas [0500] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BENG;CH0009952521;DJSxUK TMI Oil&Gas [0500] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BENH;CH0009952026;DJSxUK TMI Oil&Gas [0500] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BENI;CH0009956282;DJSxUK TMI Oil&Gas [0500] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
T3700F;CH0019114575;DJSxUK TMI Pr&Ho Gd [3700] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Sep-04
T3700G;CH0019120903;DJSxUK TMI Pr&Ho Gd [3700] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Sep-04
T3700H;CH0019114625;DJSxUK TMI Pr&Ho Gd [3700] USD (Price);Europe ex UK;Supersector;USD;Price;20-Sep-04
T3700I;CH0019120945;DJSxUK TMI Pr&Ho Gd [3700] USD (Return);Europe ex UK;Supersector;USD;Return;20-Sep-04
T8600F;CH0043941019;DJSxUK TMI Rea Es [8600] EUR (Price);Europe ex UK;Supersector;EUR;Price;22-Sep-08
T8600G;CH0043941035;DJSxUK TMI Rea Es [8600] EUR (Return);Europe ex UK;Supersector;EUR;Return;22-Sep-08
T8600H;CH0043941084;DJSxUK TMI Rea Es [8600] USD (Price);Europe ex UK;Supersector;USD;Price;22-Sep-08
T8600I;CH0043941092;DJSxUK TMI Rea Es [8600] USD (Return);Europe ex UK;Supersector;USD;Return;22-Sep-08
T5300F;CH0019120978;DJSxUK TMI Retail [5300] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Sep-04
T5300G;CH0019121042;DJSxUK TMI Retail [5300] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Sep-04
T5300H;CH0019121018;DJSxUK TMI Retail [5300] USD (Price);Europe ex UK;Supersector;USD;Price;20-Sep-04
T5300I;CH0019121083;DJSxUK TMI Retail [5300] USD (Return);Europe ex UK;Supersector;USD;Return;20-Sep-04
BTHF;CH0010000682;DJSxUK TMI Tech [9500] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BTHG;CH0010000732;DJSxUK TMI Tech [9500] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BTHH;CH0010000716;DJSxUK TMI Tech [9500] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BTHI;CH0010000757;DJSxUK TMI Tech [9500] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
BTEF;CH0010000781;DJSxUK TMI Telecom [6500] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BTEG;CH0010000823;DJSxUK TMI Telecom [6500] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BTEH;CH0010000807;DJSxUK TMI Telecom [6500] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BTEI;CH0010000849;DJSxUK TMI Telecom [6500] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
T5700F;CH0019121133;DJSxUK TMI Trv&Lsr [5700] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Sep-04
T5700G;CH0019121182;DJSxUK TMI Trv&Lsr [5700] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Sep-04
T5700H;CH0019121166;DJSxUK TMI Trv&Lsr [5700] USD (Price);Europe ex UK;Supersector;USD;Price;20-Sep-04
T5700I;CH0019121190;DJSxUK TMI Trv&Lsr [5700] USD (Return);Europe ex UK;Supersector;USD;Return;20-Sep-04
BUTF;CH0010000864;DJSxUK TMI Util [7500] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Nov-00
BUTG;CH0010000898;DJSxUK TMI Util [7500] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Nov-00
BUTH;CH0010000880;DJSxUK TMI Util [7500] USD (Price);Europe ex UK;Supersector;USD;Price;20-Nov-00
BUTI;CH0010000914;DJSxUK TMI Util [7500] USD (Return);Europe ex UK;Supersector;USD;Return;20-Nov-00
SXTF;CH0019113585;DJSxUK Trv&Lsr [5700] EUR (Price);Europe ex UK;Supersector;EUR;Price;20-Sep-04
SXTG;CH0019113627;DJSxUK Trv&Lsr [5700] EUR (Return);Europe ex UK;Supersector;EUR;Return;20-Sep-04
SXTH;CH0019113601;DJSxUK Trv&Lsr [5700] USD (Price);Europe ex UK;Supersector;USD;Price;20-Sep-04
