%Y-%m-%d;Open;High;Low;Close
1986-06-16;245.73;246.50;245.17;246.13
1986-06-17;246.13;246.26;243.60;244.35
1986-06-18;244.35;245.25;242.57;244.99
1986-06-19;244.99;245.80;244.05;244.06
1986-06-20;244.06;247.60;243.98;247.58
1986-06-23;247.58;247.58;244.45;245.26
1986-06-24;245.26;248.26;244.53;247.03
1986-06-25;247.03;250.13;247.03;248.93
1986-06-26;248.93;249.43;247.72;248.74
1986-06-27;248.74;249.74;248.74;249.60
1986-06-30;249.60;251.81;249.60;250.84
1986-07-01;250.67;252.04;250.53;252.04
1986-07-02;252.04;253.20;251.79;252.70
1986-07-03;252.70;252.94;251.23;251.79
1986-07-07;251.79;251.81;243.63;244.05
1986-07-08;244.05;244.06;239.07;241.59
1986-07-09;241.59;243.07;241.46;242.82
1986-07-10;242.82;243.44;239.66;243.01
1986-07-11;243.01;243.48;241.68;242.22
1986-07-14;242.22;242.22;238.04;238.11
1986-07-15;238.09;238.12;233.60;233.66
1986-07-16;233.66;236.19;233.66;235.01
1986-07-17;235.01;236.65;235.01;236.07
1986-07-18;236.07;238.22;233.94;236.36
1986-07-21;236.36;236.45;235.53;236.24
1986-07-22;236.24;238.42;235.92;238.18
1986-07-23;238.19;239.25;238.17;238.67
1986-07-24;238.69;239.05;237.32;237.95
1986-07-25;237.99;240.36;237.95;240.22
1986-07-28;240.20;240.25;235.23;236.01
1986-07-29;235.72;236.01;234.40;234.55
1986-07-30;234.57;237.38;233.07;236.59
1986-07-31;236.59;236.92;235.89;236.12
1986-08-01;236.12;236.89;234.59;234.91
1986-08-04;234.91;236.86;231.92;235.99
1986-08-05;235.99;238.31;235.97;237.03
1986-08-06;237.03;237.35;235.48;236.84
1986-08-07;236.84;238.02;236.31;237.04
1986-08-08;237.04;238.06;236.37;236.88
1986-08-11;236.88;241.20;236.87;240.68
1986-08-12;240.68;243.37;240.35;243.34
1986-08-13;243.34;246.51;243.06;245.67
1986-08-14;245.67;246.79;245.53;246.25
1986-08-15;246.25;247.15;245.70;247.15
1986-08-18;247.15;247.83;245.48;247.38
1986-08-19;247.38;247.42;245.82;246.51
1986-08-20;246.53;249.77;246.51;249.77
1986-08-21;249.77;250.45;249.11;249.67
1986-08-22;249.67;250.61;249.27;250.19
1986-08-25;250.19;250.26;247.76;247.81
1986-08-26;247.81;252.91;247.81;252.84
1986-08-27;252.84;254.24;252.66;253.30
1986-08-28;253.30;253.67;251.91;252.84
1986-08-29;252.84;254.07;251.73;252.93
1986-09-02;252.93;253.30;248.14;248.52
1986-09-03;248.52;250.08;247.59;250.08
1986-09-04;250.08;254.01;250.03;253.83
1986-09-05;253.83;254.13;250.33;250.47
1986-09-08;250.47;250.47;247.02;248.14
1986-09-09;248.14;250.21;246.94;247.67
1986-09-10;247.67;247.76;246.11;247.06
1986-09-11;247.06;247.06;234.67;235.18
1986-09-12;235.18;235.45;228.74;230.67
1986-09-15;230.67;232.82;229.44;231.94
1986-09-16;231.93;231.94;228.32;231.72
1986-09-17;231.73;233.81;231.38;231.68
1986-09-18;231.67;232.87;230.57;232.31
1986-09-19;232.30;232.31;230.69;232.21
1986-09-22;232.20;234.93;232.20;234.93
1986-09-23;234.96;235.88;234.50;235.67
1986-09-24;235.66;237.06;235.53;236.28
1986-09-25;231.83;236.28;230.67;231.83
1986-09-26;231.83;233.68;230.64;232.23
1986-09-29;232.23;232.23;228.08;229.91
1986-09-30;229.91;233.01;229.91;231.32
1986-10-01;231.32;234.62;231.32;233.60
1986-10-02;233.60;234.33;232.77;233.92
1986-10-03;233.92;236.16;232.79;233.71
1986-10-06;233.71;235.34;233.17;234.78
1986-10-07;234.74;235.18;233.46;234.41
1986-10-08;234.41;236.84;233.68;236.68
1986-10-09;236.67;238.20;235.72;235.85
1986-10-10;235.84;236.27;235.31;235.48
1986-10-13;235.52;235.91;235.02;235.91
1986-10-14;235.90;236.37;234.37;235.37
1986-10-15;235.36;239.03;235.27;238.80
1986-10-16;238.83;240.18;238.80;239.53
1986-10-17;239.50;239.53;237.71;238.84
1986-10-20;238.84;238.84;234.78;235.97
1986-10-21;236.03;236.49;234.95;235.88
1986-10-22;235.89;236.64;235.82;236.26
1986-10-23;236.28;239.76;236.26;239.28
1986-10-24;239.30;239.65;238.25;238.26
1986-10-27;238.22;238.77;236.72;238.77
1986-10-28;238.81;240.58;238.77;239.26
1986-10-29;239.23;241;238.98;240.94
1986-10-30;240.97;244.08;240.94;243.71
1986-10-31;243.70;244.51;242.95;243.98
1986-11-03;243.97;245.80;243.93;245.80
1986-11-04;245.80;246.43;244.42;246.20
1986-11-05;246.09;247.05;245.21;246.58
1986-11-06;246.54;246.90;244.30;245.87
1986-11-07;245.85;246.13;244.92;245.77
1986-11-10;245.75;246.22;244.68;246.13
1986-11-11;246.15;247.10;246.12;247.08
1986-11-12;247.06;247.67;245.68;246.64
1986-11-13;246.63;246.66;242.98;243.02
1986-11-14;243.01;244.51;241.96;244.50
1986-11-17;244.50;244.80;242.29;243.21
1986-11-18;243.20;243.23;236.65;236.78
1986-11-19;236.77;237.94;235.51;237.66
1986-11-20;237.66;242.05;237.66;242.05
1986-11-21;242.03;246.38;241.97;245.86
1986-11-24;245.86;248;245.21;247.45
1986-11-25;247.44;248.18;246.30;248.17
1986-11-26;248.14;248.90;247.73;248.77
1986-11-28;248.82;249.22;248.07;249.22
1986-12-01;249.22;249.22;245.72;249.05
1986-12-02;249.06;254;249.05;254
1986-12-03;254;254.87;253.24;253.85
1986-12-04;253.85;254.42;252.88;253.04
1986-12-05;253.05;253.89;250.71;251.17
1986-12-08;251.16;252.36;248.82;251.16
1986-12-09;251.16;251.27;249.25;249.28
1986-12-10;249.28;251.53;248.94;250.96
1986-12-11;250.97;250.98;247.15;248.17
1986-12-12;248.17;248.31;247.02;247.35
1986-12-15;247.31;248.23;244.92;248.21
1986-12-16;248.21;250.04;247.40;250.04
1986-12-17;250.01;250.04;247.19;247.56
1986-12-18;247.56;247.81;246.45;246.78
1986-12-19;246.79;249.96;245.89;249.73
1986-12-22;249.73;249.73;247.45;248.75
1986-12-23;248.75;248.75;245.85;246.34
1986-12-24;246.34;247.22;246.02;246.75
1986-12-26;246.75;247.09;246.73;246.92
1986-12-29;246.90;246.92;244.31;244.67
1986-12-30;244.66;244.67;243.04;243.37
1986-12-31;243.37;244.03;241.28;242.17
1987-01-02;242.17;246.45;242.17;246.45
1987-01-05;246.45;252.57;246.45;252.19
1987-01-06;252.20;253.99;252.14;252.78
1987-01-07;252.78;255.72;252.65;255.33
1987-01-08;255.36;257.28;254.97;257.28
1987-01-09;257.26;259.20;256.11;258.73
1987-01-12;258.72;261.36;257.92;260.30
1987-01-13;260.30;260.45;259.21;259.95
1987-01-14;259.95;262.72;259.62;262.64
1987-01-15;262.65;266.68;262.64;265.49
1987-01-16;265.46;267.24;264.31;266.28
1987-01-19;266.26;269.34;264;269.34
1987-01-20;269.34;271.03;267.65;269.04
1987-01-21;269.04;270.87;267.35;267.84
1987-01-22;267.84;274.05;267.32;273.91
1987-01-23;273.91;280.96;268.41;270.10
1987-01-26;270.10;270.40;267.73;269.61
1987-01-27;269.61;274.31;269.61;273.75
1987-01-28;273.75;275.71;273.03;275.40
1987-01-29;275.40;276.85;272.54;274.24
1987-01-30;274.24;274.24;271.38;274.08
1987-02-02;274.08;277.35;273.16;276.45
1987-02-03;276.45;277.83;275.84;275.99
1987-02-04;275.99;279.65;275.35;279.64
1987-02-05;279.64;282.26;278.66;281.16
1987-02-06;281.16;281.79;279.87;280.04
1987-02-09;280.04;280.04;277.24;278.16
1987-02-10;278.16;278.16;273.49;275.07
1987-02-11;275.07;277.71;274.71;277.54
1987-02-12;277.54;278.04;273.89;275.62
1987-02-13;275.62;280.91;275.01;279.70
1987-02-17;279.70;285.49;279.70;285.49
1987-02-18;285.49;287.55;282.97;285.42
1987-02-19;285.42;286.24;283.84;285.57
1987-02-20;285.57;285.98;284.31;285.48
1987-02-23;285.48;285.50;279.37;282.38
1987-02-24;282.38;283.33;281.45;282.88
1987-02-25;282.88;285.35;282.14;284
1987-02-26;284;284.40;280.73;282.96
1987-02-27;282.96;284.55;282.77;284.20
1987-03-02;284.17;284.83;282.30;283
1987-03-03;283;284.19;282.92;284.12
1987-03-04;284.12;288.62;284.12;288.62
1987-03-05;288.62;291.24;288.60;290.52
1987-03-06;290.52;290.67;288.77;290.66
1987-03-09;290.66;290.66;287.12;288.30
1987-03-10;288.30;290.87;287.89;290.86
1987-03-11;290.87;292.51;289.33;290.31
1987-03-12;290.33;291.91;289.66;291.22
1987-03-13;291.22;291.79;289.88;289.89
1987-03-16;289.88;289.89;286.64;288.23
1987-03-17;288.09;292.47;287.96;292.47
1987-03-18;292.49;294.58;290.87;292.78
1987-03-19;292.73;294.46;292.26;294.08
1987-03-20;294.08;298.17;294.08;298.17
1987-03-23;298.16;301.17;297.50;301.16
1987-03-24;301.17;301.92;300.14;301.64
1987-03-25;301.52;301.85;299.36;300.38
1987-03-26;300.39;302.72;300.38;300.93
1987-03-27;300.96;301.41;296.06;296.13
1987-03-30;296.10;296.13;286.69;289.20
1987-03-31;289.21;291.87;289.07;291.70
1987-04-01;291.59;292.38;288.34;292.38
1987-04-02;292.41;294.47;292.02;293.63
1987-04-03;293.64;301.30;292.30;300.41
1987-04-06;300.46;302.21;300.41;301.95
1987-04-07;301.94;303.65;296.67;296.69
1987-04-08;296.72;299.20;295.18;297.26
1987-04-09;297.25;297.71;291.50;292.86
1987-04-10;292.82;293.74;290.94;292.49
1987-04-13;292.48;293.36;285.62;285.62
1987-04-14;285.61;285.62;275.67;279.16
1987-04-15;279.17;285.14;279.16;284.44
1987-04-16;284.45;289.57;284.44;286.91
1987-04-20;286.91;288.36;284.55;286.09
1987-04-21;285.88;293.07;282.89;293.07
1987-04-22;293.05;293.46;286.98;287.19
1987-04-23;287.19;289.12;284.28;286.82
1987-04-24;286.81;286.82;281.18;281.52
1987-04-27;281.52;284.45;276.22;281.83
1987-04-28;281.83;285.95;281.83;282.51
1987-04-29;282.58;286.42;282.58;284.57
1987-04-30;284.58;290.08;284.57;288.36
1987-05-01;286.99;289.71;286.52;288.03
1987-05-04;288.02;289.99;286.39;289.36
1987-05-05;289.36;295.40;289.34;295.34
1987-05-06;295.35;296.19;293.60;295.47
1987-05-07;295.45;296.80;294.07;294.71
1987-05-08;294.73;296.18;291.73;293.37
1987-05-11;293.37;298.69;291.55;291.57
1987-05-12;291.57;293.30;290.18;293.30
1987-05-13;293.31;294.54;290.74;293.98
1987-05-14;293.98;295.10;292.95;294.24
1987-05-15;294.23;294.24;287.11;287.43
1987-05-18;287.43;287.43;282.57;286.65
1987-05-19;286.66;287.39;278.83;279.62
1987-05-20;279.62;280.89;277.01;278.21
1987-05-21;278.23;282.31;278.21;280.17
1987-05-22;280.17;283.33;280.17;282.16
1987-05-26;282.16;289.11;282.16;289.11
1987-05-27;289.07;290.78;288.19;288.73
1987-05-28;288.73;291.50;286.33;290.76
1987-05-29;290.77;292.87;289.70;290.10
1987-06-01;290.12;291.96;289.23;289.83
1987-06-02;289.82;290.94;286.93;288.46
1987-06-03;288.56;293.47;288.56;293.47
1987-06-04;293.46;295.09;292.76;295.09
1987-06-05;295.11;295.11;292.80;293.45
1987-06-08;293.46;297.03;291.55;296.72
1987-06-09;296.72;297.59;295.90;297.28
1987-06-10;297.28;300.81;295.66;297.47
1987-06-11;297.50;298.94;297.47;298.73
1987-06-12;298.77;302.26;298.73;301.62
1987-06-15;301.62;304.11;301.62;303.14
1987-06-16;303.12;304.86;302.60;304.76
1987-06-17;304.77;305.74;304.03;304.81
1987-06-18;304.78;306.13;303.38;305.69
1987-06-19;305.71;306.97;305.55;306.97
1987-06-22;306.98;310.20;306.97;309.65
1987-06-23;309.66;310.27;307.48;308.43
1987-06-24;308.44;308.91;306.32;306.86
1987-06-25;306.87;309.44;306.86;308.96
1987-06-26;308.94;308.96;306.36;307.16
1987-06-29;307.15;308.15;306.75;307.90
1987-06-30;307.89;308;303.01;304
1987-07-01;303.99;304;302.53;302.94
1987-07-02;302.96;306.34;302.94;305.63
1987-07-06;305.64;306.75;304.23;304.92
1987-07-07;304.91;308.63;304.73;307.40
1987-07-08;307.41;308.48;306.01;308.29
1987-07-09;308.30;309.56;307.42;307.52
1987-07-10;307.55;308.40;306.96;308.37
1987-07-13;308.41;308.41;305.49;307.63
1987-07-14;307.67;310.69;307.46;310.68
1987-07-15;310.67;312.08;309.07;310.42
1987-07-16;311;312.83;310.42;312.70
1987-07-17;312.71;314.59;312.38;314.59
1987-07-20;314.56;314.59;311.24;311.39
1987-07-21;311.36;312.41;307.51;308.55
1987-07-22;308.56;309.12;307.22;308.47
1987-07-23;308.50;309.63;306.10;307.81
1987-07-24;307.82;309.28;307.78;309.27
1987-07-27;309.30;310.70;308.61;310.65
1987-07-28;310.65;312.33;310.28;312.33
1987-07-29;312.34;315.65;311.73;315.65
1987-07-30;315.69;318.53;315.65;318.05
1987-07-31;318.05;318.85;317.56;318.66
1987-08-03;318.62;320.26;316.52;317.57
1987-08-04;317.59;318.25;314.51;316.23
1987-08-05;316.25;319.74;316.23;318.45
1987-08-06;318.49;322.09;317.50;322.09
1987-08-07;322.10;324.15;321.82;323
1987-08-10;322.98;328;322.95;328
1987-08-11;328.02;333.40;328;333.33
1987-08-12;333.32;334.57;331.06;332.39
1987-08-13;332.38;335.52;332.38;334.65
1987-08-14;334.63;336.08;332.63;333.99
1987-08-17;333.98;335.43;332.88;334.11
1987-08-18;334.10;334.11;326.43;329.25
1987-08-19;329.26;329.89;326.54;329.83
1987-08-20;331.49;335.19;329.83;334.84
1987-08-21;334.85;336.37;334.30;335.90
1987-08-24;335.89;335.90;331.92;333.33
1987-08-25;333.37;337.89;333.33;336.77
1987-08-26;336.77;337.39;334.46;334.57
1987-08-27;334.56;334.57;331.10;331.38
1987-08-28;331.37;331.38;327.03;327.04
1987-08-31;327.03;330.09;326.99;329.80
1987-09-01;329.81;332.18;322.83;323.40
1987-09-02;323.40;324.53;318.76;321.68
1987-09-03;321.47;324.29;317.39;320.21
1987-09-04;320.21;322.03;316.53;316.70
1987-09-08;316.68;316.70;308.56;313.56
1987-09-09;313.60;315.41;312.29;313.92
1987-09-10;313.92;317.59;313.92;317.13
1987-09-11;317.14;322.45;317.13;321.98
1987-09-14;322.02;323.81;320.40;323.08
1987-09-15;323.07;323.08;317.63;317.74
1987-09-16;317.75;319.50;314.61;314.86
1987-09-17;314.94;316.08;313.45;314.93
1987-09-18;314.98;316.99;314.86;314.86
1987-09-21;314.92;317.66;310.12;310.54
1987-09-22;310.54;319.51;308.69;319.50
1987-09-23;319.49;321.83;319.12;321.19
1987-09-24;321.09;322.01;319.12;319.72
1987-09-25;319.72;320.55;318.10;320.16
1987-09-28;320.16;325.33;320.16;323.20
1987-09-29;323.20;324.63;320.27;321.69
1987-09-30;321.69;322.53;320.16;321.83
1987-10-01;321.83;327.34;321.83;327.33
1987-10-02;327.33;328.94;327.22;328.07
1987-10-05;328.07;328.57;326.09;328.08
1987-10-06;328.08;328.08;319.17;319.22
1987-10-07;319.22;319.39;315.78;318.54
1987-10-08;318.54;319.34;312.02;314.16
1987-10-09;314.16;315.04;310.97;311.07
1987-10-12;311.07;311.07;306.76;309.39
1987-10-13;309.39;314.53;309.39;314.52
1987-10-14;314.52;314.52;304.78;305.23
1987-10-15;305.21;305.23;298.07;298.08
1987-10-16;298.08;298.92;281.52;282.70
1987-10-19;282.70;282.70;224.83;224.84
1987-10-20;225.06;245.62;216.46;236.83
1987-10-21;236.83;259.27;236.83;258.38
1987-10-22;258.24;258.38;242.99;248.25
1987-10-23;248.29;250.70;242.76;248.22
1987-10-26;248.20;248.22;227.26;227.67
1987-10-27;227.67;237.81;227.67;233.19
1987-10-28;233.19;238.58;226.26;233.28
1987-10-29;233.31;246.69;233.28;244.77
1987-10-30;244.77;254.04;244.77;251.79
1987-11-02;251.73;255.75;249.15;255.75
1987-11-03;255.75;255.75;242.78;250.82
1987-11-04;250.81;251;246.34;248.96
1987-11-05;248.93;256.09;247.72;254.48
1987-11-06;254.49;257.21;249.68;250.41
1987-11-09;250.41;250.41;243.01;243.17
1987-11-10;243.14;243.17;237.64;239
1987-11-11;239.01;243.86;239;241.90
1987-11-12;241.93;249.90;241.90;248.52
1987-11-13;248.54;249.42;245.64;245.64
1987-11-16;245.69;249.54;244.98;246.76
1987-11-17;246.73;246.76;240.81;243.04
1987-11-18;243.09;245.55;240.67;245.55
1987-11-19;245.54;245.55;239.70;240.05
1987-11-20;240.04;242.01;235.89;242
1987-11-23;242;242.99;240.50;242.99
1987-11-24;242.98;247.90;242.98;246.39
1987-11-25;246.42;246.54;244.08;244.10
1987-11-27;244.11;244.12;240.34;240.34
1987-11-30;240.27;240.34;225.75;230.30
1987-12-01;230.32;234.02;230.30;232
1987-12-02;232.01;234.56;230.31;233.45
1987-12-03;233.46;233.90;225.21;225.21
1987-12-04;225.20;225.77;221.24;223.92
1987-12-07;223.98;228.77;223.92;228.76
1987-12-08;228.77;234.92;228.69;234.91
1987-12-09;234.91;240.09;233.83;238.89
1987-12-10;238.89;240.05;233.40;233.57
1987-12-11;233.60;235.48;233.35;235.32
1987-12-14;235.30;242.34;235.04;242.19
1987-12-15;242.19;245.59;241.31;242.81
1987-12-16;242.81;248.11;242.80;248.08
1987-12-17;248.08;248.60;242.96;242.98
1987-12-18;243.01;249.18;243.01;249.16
1987-12-21;249.14;250.25;248.30;249.54
1987-12-22;249.56;249.97;247.01;249.95
1987-12-23;249.96;253.35;249.95;253.16
1987-12-24;253.13;253.16;251.68;252.03
1987-12-28;252.01;252.02;244.19;245.57
1987-12-29;245.58;245.88;244.28;244.59
1987-12-30;244.63;248.06;244.59;247.86
1987-12-31;247.84;247.86;245.22;247.08
1988-01-04;247.10;256.44;247.08;255.94
1988-01-05;255.95;261.78;255.95;258.63
1988-01-06;258.64;259.79;257.18;258.89
1988-01-07;258.87;261.32;256.18;261.07
1988-01-08;261.05;261.07;242.95;243.40
1988-01-11;243.38;247.51;241.07;247.49
1988-01-12;247.44;247.49;240.46;245.42
1988-01-13;245.41;249.25;241.41;245.81
1988-01-14;245.83;247;243.97;245.88
1988-01-15;246.02;253.65;245.88;252.05
1988-01-18;252.05;252.86;249.98;251.88
1988-01-19;251.84;253.33;248.75;249.32
1988-01-20;249.31;249.32;241.14;242.63
1988-01-21;242.65;244.25;240.17;243.14
1988-01-22;243.14;246.50;243.14;246.50
1988-01-25;246.53;252.87;246.50;252.17
1988-01-26;252.13;252.17;249.10;249.57
1988-01-27;249.58;253.02;248.50;249.38
1988-01-28;249.39;253.66;249.38;253.29
1988-01-29;253.31;257.07;252.70;257.07
1988-02-01;257.05;258.27;254.93;255.04
1988-02-02;255.05;256.08;252.80;255.57
1988-02-03;255.56;256.98;250.56;252.21
1988-02-04;252.20;253.03;250.34;252.21
1988-02-05;252.22;253.85;250.90;250.96
1988-02-08;250.95;250.96;247.82;249.10
1988-02-09;249.11;251.72;248.66;251.72
1988-02-10;251.74;256.92;251.72;256.66
1988-02-11;256.63;257.77;255.12;255.95
1988-02-12;255.95;258.86;255.85;257.63
1988-02-16;257.61;259.84;256.57;259.83
1988-02-17;259.94;261.47;257.83;259.21
1988-02-18;258.82;259.60;256.90;257.91
1988-02-19;257.90;261.61;257.62;261.61
1988-02-22;261.60;266.06;260.88;265.64
1988-02-23;265.62;266.12;263.11;265.02
1988-02-24;265.01;266.25;263.87;264.43
1988-02-25;264.39;267.75;261.05;261.58
1988-02-26;261.56;263;261.38;262.46
1988-02-29;262.46;267.82;262.46;267.82
1988-03-01;267.82;267.95;265.39;267.22
1988-03-02;267.23;268.75;267;267.98
1988-03-03;267.98;268.40;266.82;267.88
1988-03-04;267.87;268.40;264.72;267.30
1988-03-07;267.28;267.69;265.94;267.38
1988-03-08;267.38;270.06;267.38;269.43
1988-03-09;269.46;270.76;268.65;269.06
1988-03-10;269.07;269.35;263.80;263.84
1988-03-11;263.85;264.94;261.27;264.94
1988-03-14;264.93;266.55;264.52;266.37
1988-03-15;266.34;266.41;264.92;266.13
1988-03-16;266.11;268.68;264.81;268.65
1988-03-17;268.66;271.22;268.65;271.22
1988-03-18;271.22;272.64;269.76;271.12
1988-03-21;271.10;271.12;267.42;268.74
1988-03-22;268.73;269.61;267.90;268.84
1988-03-23;268.81;269.79;268.01;268.91
1988-03-24;268.91;268.91;262.48;263.35
1988-03-25;263.34;263.44;258.12;258.51
1988-03-28;258.50;258.51;256.07;258.06
1988-03-29;258.11;260.86;258.06;260.07
1988-03-30;260.06;261.59;257.92;258.07
1988-03-31;258.03;259.03;256.16;258.89
1988-04-04;258.89;259.06;255.68;256.09
1988-04-05;256.10;258.52;256.03;258.51
1988-04-06;258.52;265.50;258.22;265.49
1988-04-07;265.51;267.32;265.22;266.16
1988-04-08;266.15;270.22;266.11;269.43
1988-04-11;269.43;270.41;268.61;270.16
1988-04-12;269.88;272.05;269.66;271.37
1988-04-13;271.33;271.70;269.23;271.58
1988-04-14;271.55;271.57;259.37;259.75
1988-04-15;259.74;260.39;255.97;259.77
1988-04-18;259.75;259.81;258.03;259.21
1988-04-19;259.24;262.38;257.91;257.92
1988-04-20;257.91;258.54;256.12;256.13
1988-04-21;256.15;260.44;254.71;256.42
1988-04-22;256.45;261.16;256.42;260.14
1988-04-25;260.15;263.29;260.14;262.51
1988-04-26;262.45;265.06;262.18;263.93
1988-04-27;263.94;265.09;263.45;263.80
1988-04-28;263.79;263.80;262.22;262.61
1988-04-29;262.59;262.61;259.97;261.33
1988-05-02;261.36;261.56;259.99;261.56
1988-05-03;261.55;263.70;261.55;263
1988-05-04;263.05;263.23;260.31;260.32
1988-05-05;260.30;260.32;258.13;258.79
1988-05-06;258.80;260.31;257.03;257.48
1988-05-09;257.47;258.22;255.45;256.54
1988-05-10;256.53;258.30;255.93;257.62
1988-05-11;257.60;257.62;252.32;253.31
1988-05-12;253.32;254.87;253.31;253.85
1988-05-13;253.88;256.83;253.85;256.78
1988-05-16;256.75;258.71;256.28;258.71
1988-05-17;258.72;260.20;255.35;255.39
1988-05-18;255.40;255.67;250.73;251.35
1988-05-19;251.36;252.57;248.85;252.57
1988-05-20;252.61;253.70;251.79;253.02
1988-05-23;253;253.02;249.82;250.83
1988-05-24;250.84;253.51;250.83;253.51
1988-05-25;253.52;255.34;253.51;253.76
1988-05-26;253.75;254.98;253.52;254.63
1988-05-27;254.62;254.63;252.74;253.42
1988-05-31;253.44;262.16;253.42;262.16
1988-06-01;262.16;267.43;262.10;266.69
1988-06-02;266.65;266.71;264.12;265.33
1988-06-03;265.34;267.11;264.42;266.45
1988-06-06;266.46;267.05;264.97;267.05
1988-06-07;267.02;267.28;264.50;265.17
1988-06-08;265.32;272.01;265.17;271.52
1988-06-09;271.50;272.29;270.19;270.20
1988-06-10;270.22;273.21;270.20;271.26
1988-06-13;271.28;271.94;270.53;271.43
1988-06-14;271.58;276.14;271.44;274.30
1988-06-15;274.29;274.45;272.75;274.45
1988-06-16;274.44;274.45;268.76;269.77
1988-06-17;269.79;270.77;268.09;270.68
1988-06-20;270.67;270.68;268.59;268.94
1988-06-21;268.95;271.67;267.52;271.67
1988-06-22;271.69;276.88;271.67;275.66
1988-06-23;275.62;275.89;274.26;274.82
1988-06-24;274.81;275.19;273.53;273.78
1988-06-27;273.78;273.79;268.85;269.06
1988-06-28;269.07;272.80;269.06;272.31
1988-06-29;272.32;273.01;269.49;270.98
1988-06-30;271;273.51;270.97;273.50
1988-07-01;273.50;273.80;270.78;271.78
1988-07-05;271.78;275.81;270.51;275.81
1988-07-06;275.80;276.36;269.92;272.02
1988-07-07;272;272.05;269.31;271.78
1988-07-08;271.76;272.31;269.86;270.02
1988-07-11;270.03;271.64;270.02;270.55
1988-07-12;270.54;270.70;266.96;267.85
1988-07-13;267.87;269.46;266.12;269.32
1988-07-14;269.33;270.69;268.58;270.26
1988-07-15;270.23;272.06;269.53;272.05
1988-07-18;271.99;272.05;268.66;270.51
1988-07-19;270.49;271.21;267.01;268.47
1988-07-20;268.52;270.24;268.47;270
1988-07-21;269.99;270;266.66;266.66
1988-07-22;266.65;266.66;263.29;263.50
1988-07-25;263.49;265.17;263.03;264.68
1988-07-26;264.70;266.09;264.32;265.19
1988-07-27;265.18;265.83;262.48;262.50
1988-07-28;262.52;266.55;262.50;266.02
1988-07-29;266.04;272.02;266.02;272.02
1988-08-01;272.03;272.80;271.21;272.21
1988-08-02;272.19;273.68;270.37;272.06
1988-08-03;272.03;273.42;271.15;272.98
1988-08-04;273;274.20;271.77;271.93
1988-08-05;271.70;271.93;270.08;271.15
1988-08-08;271.13;272.47;269.93;269.98
1988-08-09;270;270.20;265.06;266.49
1988-08-10;266.43;266.49;261.03;261.90
1988-08-11;261.92;262.77;260.34;262.75
1988-08-12;262.70;262.94;261.37;262.55
1988-08-15;262.49;262.55;258.68;258.69
1988-08-16;258.68;262.61;257.50;260.56
1988-08-17;260.57;261.84;259.33;260.77
1988-08-18;260.76;262.76;260.75;261.03
1988-08-19;261.05;262.27;260.23;260.24
1988-08-22;260.24;260.71;256.94;256.98
1988-08-23;256.99;257.86;256.53;257.09
1988-08-24;257.16;261.13;257.09;261.13
1988-08-25;261.10;261.13;257.56;259.18
1988-08-26;259.18;260.15;258.87;259.68
1988-08-29;259.68;262.56;259.68;262.33
1988-08-30;262.33;263.18;261.53;262.51
1988-08-31;262.51;263.80;261.21;261.52
1988-09-01;261.52;261.52;256.98;258.35
1988-09-02;258.35;264.90;258.35;264.48
1988-09-06;264.42;265.94;264.40;265.59
1988-09-07;265.62;266.98;264.93;265.87
1988-09-08;265.87;266.54;264.88;265.88
1988-09-09;265.88;268.26;263.66;266.84
1988-09-12;266.85;267.64;266.22;266.47
1988-09-13;266.45;267.43;265.22;267.43
1988-09-14;267.50;269.47;267.41;269.31
1988-09-15;269.30;269.78;268.03;268.13
1988-09-16;268.13;270.81;267.33;270.65
1988-09-19;270.64;270.65;267.41;268.82
1988-09-20;268.83;270.07;268.50;269.73
1988-09-21;269.76;270.64;269.48;270.16
1988-09-22;270.19;270.58;268.26;269.18
1988-09-23;269.16;270.31;268.28;269.76
1988-09-26;269.77;269.80;268.61;268.88
1988-09-27;268.89;269.36;268.01;268.26
1988-09-28;268.22;269.08;267.77;269.08
1988-09-29;269.09;273.02;269.08;272.59
1988-09-30;272.55;274.87;271.66;271.91
1988-10-03;271.89;271.91;268.84;271.38
1988-10-04;271.37;271.79;270.34;270.62
1988-10-05;270.63;272.45;270.08;271.86
1988-10-06;271.87;272.39;271.30;272.39
1988-10-07;272.38;278.07;272.37;278.07
1988-10-10;278.06;278.69;277.10;278.24
1988-10-11;278.15;278.24;276.33;277.93
1988-10-12;277.91;277.93;273.05;273.98
1988-10-13;273.95;275.83;273.39;275.22
1988-10-14;275.27;277.01;274.08;275.50
1988-10-17;275.48;276.65;275.01;276.41
1988-10-18;276.43;279.39;276.41;279.38
1988-10-19;279.40;280.53;274.41;276.97
1988-10-20;276.97;282.88;276.93;282.88
1988-10-21;282.88;283.66;281.16;283.66
1988-10-24;283.63;283.95;282.28;282.28
1988-10-25;282.28;282.84;281.87;282.38
1988-10-26;282.37;282.52;280.54;281.38
1988-10-27;281.35;281.38;276;277.28
1988-10-28;277.29;279.48;277.28;278.53
1988-10-31;278.54;279.39;277.14;278.97
1988-11-01;278.97;279.57;278.01;279.06
1988-11-02;279.07;279.45;277.08;279.06
1988-11-03;279.04;280.37;279.04;279.20
1988-11-04;279.11;279.20;276.31;276.31
1988-11-07;276.30;276.31;273.62;273.93
1988-11-08;273.95;275.80;273.93;275.15
1988-11-09;275.14;275.15;272.15;273.33
